=== CHECK 1: Active PID duplicates per (display_name, school_canonical) ===

display_name             school_canonical        position_group  prospect_id  is_active
Zane Durant              Penn State              DT              3684         1
Zen Michalski            Indiana                 LB              2745         1
Zen Michalski            Indiana                 OL              4084         1
Zion Nelson              SMU                     LB              2747         1
Zion Nelson              SMU                     OL              4155         1
Zion Young               Missouri                LB              10           1
Zion Young               Missouri                EDGE            3551         1
Zxavian Harris           Mississippi             DT              166          1
Zxavian Harris           Mississippi             LB              1366         1

=== CHECK 2: Multi-PID board ghosts inside snapshots ===

snapshot_id  display_name             school_canonical        position_group  prospect_id  rank_overall  is_active
-----------  -----------------------  ----------------------  --------------  -----------  ------------  ---------
1            Aidan Hubbard            Northwestern            EDGE            459          380           1
1            Aidan Hubbard            Northwestern            DT              1635         463           1
1            Akheem Mesidor           Miami                   EDGE            80           25            1
1            Akheem Mesidor           Miami                   DT              1636         206           1
1            Albert Regis             Texas A&M               DT              344          177           1
1            Albert Regis             Texas A&M               LB              1094         272           1
1            Arvell Reese             Ohio State              LB              16           14            1
1            Arvell Reese             Ohio State              __ghost_1058__  1058         76            0
1            Brandon Cleveland        North Carolina State    DT              1023         311           1
1            Brandon Cleveland        North Carolina State    EDGE            1703         415           1
1            Brandon Cleveland        North Carolina State    LB              1869         416           1
1            Brian Parker             Duke                    OL              184          112           1
1            Brian Parker             Duke                    LB              1114         307           1
1            Bryson Eason             Tennessee               DT              345          389           1
1            Bryson Eason             Tennessee               LB              1119         439           1
1            Caleb Banks              Florida                 DT              75           40            1
1            Caleb Banks              Florida                 LB              357          199           1
1            Cameron Ball             Arkansas                DT              204          251           1
1            Cameron Ball             Arkansas                LB              1913         438           1
1            Chris Mcclellan          Missouri                DT              161          136           1
1            Chris Mcclellan          Missouri                LB              1128         262           1
1            Christen Miller          Georgia                 DT              76           72            1
1            Christen Miller          Georgia                 LB              359          203           1
1            Connor Lew               Auburn                  OL              225          62            1
1            Connor Lew               Auburn                  LB              362          166           1
1            Connor Tollison          Missouri                OL              1380         278           1
1            Connor Tollison          Missouri                LB              1976         596           1
1            Dalton Johnson           Arizona                 S               421          252           1
1            Dalton Johnson           Arizona                 CB              1553         562           1
1            Damonic Williams         Oklahoma                DT              346          384           1
1            Damonic Williams         Oklahoma                LB              1990         400           1
1            Darrell Jackson          Florida State           DT              77           109           1
1            Darrell Jackson          Florida State           LB              1147         234           1
1            David Gusta              Kentucky                DT              1026         314           1
1            David Gusta              Kentucky                LB              2003         513           1
1            Demonte Capehart         Clemson                 DT              162          250           1
1            Demonte Capehart         Clemson                 LB              1148         322           1
1            Derrick Moore            Michigan                EDGE            81           70            1
1            Derrick Moore            Michigan                LB              364          268           1
1            Deshon Singleton         Nebraska                S               307          254           1
1            Deshon Singleton         Nebraska                CB              1564         460           1
1            Deven Eastern            Minnesota               DT              255          332           1
1            Deven Eastern            Minnesota               LB              2024         359           1
1            Domonique Orange         Iowa State              DT              110          90            1
1            Domonique Orange         Iowa State              LB              1153         225           1
1            Dontay Corleone          Cincinnati              DT              163          156           1
1            Dontay Corleone          Cincinnati              LB              1154         219           1
1            Febechi Nwaiwu           Oklahoma                OL              404          313           1
1            Febechi Nwaiwu           Oklahoma                LB              1169         269           1
1            Gary Smith               UCLA                    LB              214          287           1
1            Gary Smith               UCLA                    DT              1653         377           1
1            George Gumbs             Florida                 EDGE            463          294           1
1            George Gumbs             Florida                 LB              2125         424           1
1            Gracen Halton            Oklahoma                DT              164          82            1
1            Gracen Halton            Oklahoma                LB              1179         266           1
1            Jackie Marshall          Baylor                  DT              1031         567           1
1            Jackie Marshall          Baylor                  EDGE            1068         395           1
1            Jadon Canady             Oregon                  CB              252          180           1
1            Jadon Canady             Oregon                  S               1463         470           1
1            Jager Burton             Kentucky                OL              406          204           1
1            Jager Burton             Kentucky                LB              1200         458           1
1            Jaishawn Barham          Michigan                EDGE            258          160           1
1            Jaishawn Barham          Michigan                LB              372          191           1
1            Jakobe Thomas            Miami                   S               238          212           1
1            Jakobe Thomas            Miami                   CB              1579         436           1
1            Jalen Huskey             Maryland                S               422          227           1
1            Jalen Huskey             Maryland                CB              1581         500           1
1            Jalon Kilgore            South Carolina          S               309          192           1
1            Jalon Kilgore            South Carolina          CB              449          210           0
1            James Brockermeyer       Miami (FL)              LB              550          350           1
1            James Brockermeyer       Miami (FL)              OL              683          480           1
1            James Thompson           Illinois                DT              1658         554           1
1            James Thompson           Illinois                LB              2212         352           1
1            Jaren Kanak              Oklahoma                TE              867          341           1
1            Jaren Kanak              Oklahoma                FB              1781         450           1
1            Jaren Kump               Utah                    OL              1392         437           1
1            Jaren Kump               Utah                    LB              2219         604           1
1            Jordan Van Den Berg      Georgia Tech            DT              1039         309           1
1            Jordan Van Den Berg      Georgia Tech            EDGE            1072         506           1
1            Kaleb Proctor            Southeastern Louisiana  DT              348          185           1
1            Kaleb Proctor            Southeastern Louisiana  LB              2333         305           1
1            Kayden Mcdonald          Ohio State              DT              78           32            1
1            Kayden Mcdonald          Ohio State              LB              380          201           1
1            Keeshawn Silver          USC                     DT              1663         560           1
1            Keeshawn Silver          USC                     LB              2344         402           1
1            Keionte Scott            Miami                   S               239          154           1
1            Keionte Scott            Miami                   CB              338          100           1
1            Kendal Daniels           Oklahoma                LB              274          283           1
1            Kendal Daniels           Oklahoma                S               1468         448           1
1            Keyron Crawford          Auburn                  EDGE            116          113           1
1            Keyron Crawford          Auburn                  LB              1240         259           1
1            Landon Robinson          Navy                    DT              458          290           1
1            Landon Robinson          Navy                    LB              2384         432           1
1            Logan Jones              Iowa                    OL              287          126           1
1            Logan Jones              Iowa                    LB              383          196           1
1            Lorenzo Styles           Ohio State              S               1470         401           1
1            Lorenzo Styles           Ohio State              CB              1599         407           1
1            Louis Moore              Indiana                 S               193          181           1
1            Louis Moore              Indiana                 CB              1600         388           1
1            Malachi Lawrence         Central Florida         EDGE            82           132           1
1            Malachi Lawrence         Central Florida         LB              1262         230           1
1            Marvin Jones             Oklahoma                EDGE            351          452           1
1            Marvin Jones             Oklahoma                DT              1669         510           1
1            Mason Reiger             Wisconsin               EDGE            468          244           1
1            Mason Reiger             Wisconsin               LB              2430         585           1
1            Michael Taaffe           Texas                   S               310          133           1
1            Michael Taaffe           Texas                   CB              1605         382           1
1            Nyjalik Kelly            Central Florida         EDGE            207          353           1
1            Nyjalik Kelly            Central Florida         LB              2504         551           1
1            Parker Brailsford        Alabama                 LB              388          281           1
1            Parker Brailsford        Alabama                 OL              408          145           1
1            Peter Woods              Clemson                 DT              79           33            1
1            Peter Woods              Clemson                 LB              389          194           1
1            Peter Woods              Clemson                 EDGE            1764         197           1
1            Quintayvious Hutchins    Boston College          EDGE            352          218           1
1            Quintayvious Hutchins    Boston College          DT              1677         398           1
1            Rayshaun Benny           Michigan                DT              111          195           1
1            Rayshaun Benny           Michigan                LB              1303         360           1
1            Riley Nowakowski         Indiana                 TE              431          308           1
1            Riley Nowakowski         Indiana                 FB              1782         423           1
1            Treydan Stukes           Arizona                 CB              160          105           1
1            Treydan Stukes           Arizona                 S               3011         220           0
1            Tyler Onyedim            Texas A&M               DT              257          237           1
1            Tyler Onyedim            Texas A&M               EDGE            1775         376           1
1            Tyler Onyedim            Texas A&M               LB              2694         477           1
1            Tyreak Sapp              Florida                 EDGE            208          173           1
1            Tyreak Sapp              Florida                 LB              1347         306           1
1            Xavier Nwankpa           Iowa                    S               424          253           1
1            Xavier Nwankpa           Iowa                    CB              1628         456           1
1            Zxavian Harris           Mississippi             DT              166          238           1
1            Zxavian Harris           Mississippi             LB              1366         328           1
2            Aidan Hubbard            Northwestern            EDGE            459          385           1
2            Aidan Hubbard            Northwestern            DT              1635         469           1
2            Akheem Mesidor           Miami                   EDGE            80           26            1
2            Akheem Mesidor           Miami                   DT              1636         210           1
2            Albert Regis             Texas A&M               DT              344          178           1
2            Albert Regis             Texas A&M               LB              1094         278           1
2            Arvell Reese             Ohio State              LB              16           14            1
2            Arvell Reese             Ohio State              __ghost_1058__  1058         77            0
2            Brandon Cleveland        North Carolina State    DT              1023         314           1
2            Brandon Cleveland        North Carolina State    EDGE            1703         421           1
2            Brandon Cleveland        North Carolina State    LB              1869         422           1
2            Brian Parker             Duke                    OL              184          113           1
2            Brian Parker             Duke                    LB              1114         309           1
2            Bryson Eason             Tennessee               DT              345          394           1
2            Bryson Eason             Tennessee               LB              1119         446           1
2            Caleb Banks              Florida                 DT              75           40            1
2            Caleb Banks              Florida                 LB              357          197           1
2            Cameron Ball             Arkansas                DT              204          257           1
2            Cameron Ball             Arkansas                LB              1913         444           1
2            Chris Mcclellan          Missouri                DT              161          136           1
2            Chris Mcclellan          Missouri                LB              1128         267           1
2            Christen Miller          Georgia                 DT              76           73            1
2            Christen Miller          Georgia                 LB              359          207           1
2            Connor Lew               Auburn                  OL              225          62            1
2            Connor Lew               Auburn                  LB              362          167           1
2            Connor Tollison          Missouri                OL              1380         283           1
2            Connor Tollison          Missouri                LB              1976         602           1
2            Dalton Johnson           Arizona                 S               421          259           1
2            Dalton Johnson           Arizona                 CB              1553         567           1
2            Damonic Williams         Oklahoma                DT              346          389           1
2            Damonic Williams         Oklahoma                LB              1990         406           1
2            Darrell Jackson          Florida State           DT              77           111           1
2            Darrell Jackson          Florida State           LB              1147         238           1
2            David Gusta              Kentucky                DT              1026         318           1
2            David Gusta              Kentucky                LB              2003         520           1
2            Demonte Capehart         Clemson                 DT              162          256           1
2            Demonte Capehart         Clemson                 LB              1148         326           1
2            Derrick Moore            Michigan                EDGE            81           72            1
2            Derrick Moore            Michigan                LB              364          274           1
2            Deshon Singleton         Nebraska                S               307          261           1
2            Deshon Singleton         Nebraska                CB              1564         467           1
2            Deven Eastern            Minnesota               DT              255          338           1
2            Deven Eastern            Minnesota               LB              2024         363           1
2            Domonique Orange         Iowa State              DT              110          90            1
2            Domonique Orange         Iowa State              LB              1153         229           1
2            Dontay Corleone          Cincinnati              DT              163          156           1
2            Dontay Corleone          Cincinnati              LB              1154         222           1
2            Febechi Nwaiwu           Oklahoma                OL              404          317           1
2            Febechi Nwaiwu           Oklahoma                LB              1169         276           1
2            Gary Smith               UCLA                    LB              214          291           1
2            Gary Smith               UCLA                    DT              1653         382           1
2            George Gumbs             Florida                 EDGE            463          298           1
2            George Gumbs             Florida                 LB              2125         429           1
2            Gracen Halton            Oklahoma                DT              164          82            1
2            Gracen Halton            Oklahoma                LB              1179         271           1
2            Jackie Marshall          Baylor                  DT              1031         572           1
2            Jackie Marshall          Baylor                  EDGE            1068         400           1
2            Jadon Canady             Oregon                  CB              252          181           1
2            Jadon Canady             Oregon                  S               1463         476           1
2            Jager Burton             Kentucky                OL              406          208           1
2            Jager Burton             Kentucky                LB              1200         465           1
2            Jaishawn Barham          Michigan                EDGE            258          160           1
2            Jaishawn Barham          Michigan                LB              372          190           1
2            Jakobe Thomas            Miami                   S               238          218           1
2            Jakobe Thomas            Miami                   CB              1579         442           1
2            Jalen Huskey             Maryland                S               422          231           1
2            Jalen Huskey             Maryland                CB              1581         507           1
2            Jalon Kilgore            South Carolina          S               309          191           1
2            Jalon Kilgore            South Carolina          CB              449          216           0
2            James Brockermeyer       Miami (FL)              LB              550          354           1
2            James Brockermeyer       Miami (FL)              OL              683          487           1
2            James Thompson           Illinois                DT              1658         558           1
2            James Thompson           Illinois                LB              2212         356           1
2            Jaren Kanak              Oklahoma                TE              867          346           1
2            Jaren Kanak              Oklahoma                FB              1781         457           1
2            Jaren Kump               Utah                    OL              1392         443           1
2            Jaren Kump               Utah                    LB              2219         610           1
2            Jordan Van Den Berg      Georgia Tech            DT              1039         312           1
2            Jordan Van Den Berg      Georgia Tech            EDGE            1072         512           1
2            Kaleb Proctor            Southeastern Louisiana  DT              348          185           1
2            Kaleb Proctor            Southeastern Louisiana  LB              2333         306           1
2            Kayden Mcdonald          Ohio State              DT              78           32            1
2            Kayden Mcdonald          Ohio State              LB              380          200           1
2            Keeshawn Silver          USC                     DT              1663         564           1
2            Keeshawn Silver          USC                     LB              2344         408           1
2            Keionte Scott            Miami                   S               239          154           1
2            Keionte Scott            Miami                   CB              338          101           1
2            Kendal Daniels           Oklahoma                LB              274          288           1
2            Kendal Daniels           Oklahoma                S               1468         455           1
2            Keyron Crawford          Auburn                  EDGE            116          114           1
2            Keyron Crawford          Auburn                  LB              1240         265           1
2            Landon Robinson          Navy                    DT              458          294           1
2            Landon Robinson          Navy                    LB              2384         437           1
2            Logan Jones              Iowa                    OL              287          127           1
2            Logan Jones              Iowa                    LB              383          195           1
2            Lorenzo Styles           Ohio State              S               1470         407           1
2            Lorenzo Styles           Ohio State              CB              1599         412           1
2            Louis Moore              Indiana                 S               193          182           1
2            Louis Moore              Indiana                 CB              1600         393           1
2            Malachi Lawrence         Central Florida         EDGE            82           132           1
2            Malachi Lawrence         Central Florida         LB              1262         236           1
2            Marvin Jones             Oklahoma                EDGE            351          459           1
2            Marvin Jones             Oklahoma                DT              1669         517           1
2            Mason Reiger             Wisconsin               EDGE            468          247           1
2            Mason Reiger             Wisconsin               LB              2430         590           1
2            Michael Taaffe           Texas                   S               310          134           1
2            Michael Taaffe           Texas                   CB              1605         387           1
2            Nyjalik Kelly            Central Florida         EDGE            207          357           1
2            Nyjalik Kelly            Central Florida         LB              2504         555           1
2            Parker Brailsford        Alabama                 LB              388          286           1
2            Parker Brailsford        Alabama                 OL              408          142           1
2            Peter Woods              Clemson                 DT              79           33            1
2            Peter Woods              Clemson                 LB              389          193           1
2            Peter Woods              Clemson                 EDGE            1764         196           1
2            Quintayvious Hutchins    Boston College          EDGE            352          221           1
2            Quintayvious Hutchins    Boston College          DT              1677         403           1
2            Rayshaun Benny           Michigan                DT              111          194           1
2            Rayshaun Benny           Michigan                LB              1303         364           1
2            Riley Nowakowski         Indiana                 TE              431          310           1
2            Riley Nowakowski         Indiana                 FB              1782         428           1
2            Treydan Stukes           Arizona                 CB              160          106           1
2            Treydan Stukes           Arizona                 S               3011         223           0
2            Tyler Onyedim            Texas A&M               DT              257          241           1
2            Tyler Onyedim            Texas A&M               EDGE            1775         381           1
2            Tyler Onyedim            Texas A&M               LB              2694         484           1
2            Tyreak Sapp              Florida                 EDGE            208          175           1
2            Tyreak Sapp              Florida                 LB              1347         307           1
2            Xavier Nwankpa           Iowa                    S               424          260           1
2            Xavier Nwankpa           Iowa                    CB              1628         463           1
2            Zxavian Harris           Mississippi             DT              166          242           1
2            Zxavian Harris           Mississippi             LB              1366         333           1
3            Adam Randall             Clemson                 LB              118          506           1
3            Adam Randall             Clemson                 RB              3746         352           1
3            Aidan Hubbard            Northwestern            EDGE            459          460           1
3            Aidan Hubbard            Northwestern            DT              1635         774           1
3            Akheem Mesidor           Miami                   EDGE            80           20            1
3            Akheem Mesidor           Miami                   DT              1636         291           1
3            Alan Herron              Maryland                LB              209          663           1
3            Alan Herron              Maryland                OL              3952         670           1
3            Albert Regis             Texas A&M               DT              344          145           1
3            Albert Regis             Texas A&M               LB              1094         379           1
3            Alex Harkey              Oregon                  LB              170          446           1
3            Alex Harkey              Oregon                  OL              3715         282           1
3            Anez Cooper              Miami                   LB              261          363           1
3            Anez Cooper              Miami                   OL              4003         302           1
3            Ar'Maj Reed-adams        Texas A&M               OL              3649         422           1
3            Ar'Maj Reed-adams        Texas A&M               LB              4464         909           1
3            Arvell Reese             Ohio State              LB              16           13            1
3            Arvell Reese             Ohio State              __ghost_1058__  1058         74            0
3            Beau Stephens            Iowa                    LB              119          165           1
3            Beau Stephens            Iowa                    OL              3584         278           1
3            Ben Bell                 Virginia Tech           LB              1844         654           1
3            Ben Bell                 Virginia Tech           EDGE            4211         857           1
3            Brandon Cleveland        North Carolina State    DT              1023         437           1
3            Brandon Cleveland        North Carolina State    EDGE            1703         668           1
3            Brandon Cleveland        North Carolina State    LB              1869         669           1
3            Brian Parker             Duke                    OL              184          102           1
3            Brian Parker             Duke                    LB              1114         258           1
3            Bryson Eason             Tennessee               DT              345          407           1
3            Bryson Eason             Tennessee               LB              1119         715           1
3            Bud Clark                Texas Christian         LB              44           135           1
3            Bud Clark                Texas Christian         S               3590         175           1
3            Cade Klubnik             Clemson                 EDGE            112          156           1
3            Cade Klubnik             Clemson                 QB              3569         287           1
3            Caleb Banks              Florida                 DT              75           37            1
3            Caleb Banks              Florida                 LB              357          271           1
3            Cam Miller               Rutgers                 LB              496          537           1
3            Cam Miller               Rutgers                 CB              3832         638           1
3            Cam Robertson            SMU                     LB              1917         888           1
3            Cam Robertson            SMU                     EDGE            3923         401           1
3            Cameron Ball             Arkansas                DT              204          257           1
3            Cameron Ball             Arkansas                LB              1913         712           1
3            Cash Jones               Georgia                 LB              1930         930           1
3            Cash Jones               Georgia                 RB              4271         777           1
3            Chip Trayanum            Toledo                  LB              501          687           1
3            Chip Trayanum            Toledo                  RB              3771         447           1
3            Chris Mcclellan          Missouri                DT              161          136           1
3            Chris Mcclellan          Missouri                LB              1128         362           1
3            Christen Miller          Georgia                 DT              76           53            1
3            Christen Miller          Georgia                 LB              359          286           1
3            Cian Slone               NC State                LB              1132         398           1
3            Cian Slone               NC State                EDGE            3841         394           1
3            Clay Patterson           Stanford                LB              1962         404           1
3            Clay Patterson           Stanford                EDGE            4491         478           1
3            Cole Brevard             Texas                   LB              507          470           1
3            Cole Brevard             Texas                   DT              3724         571           1
3            Cole Payton              North Dakota State      LB              172          229           1
3            Cole Payton              North Dakota State      QB              3970         375           1
3            Cole Wisniewski          Texas Tech              LB              263          290           1
3            Cole Wisniewski          Texas Tech              S               3650         403           1
3            Connor Lew               Auburn                  OL              225          71            1
3            Connor Lew               Auburn                  LB              362          153           1
3            Connor Tollison          Missouri                OL              1380         390           1
3            Connor Tollison          Missouri                LB              1976         630           1
3            D'Angelo Ponds           Indiana                 CB              3236         119           1
3            D'Angelo Ponds           Indiana                 LB              4347         353           1
3            Dae'Quan Wright          Mississippi             TE              3699         289           1
3            Dae'Quan Wright          Mississippi             LB              4480         994           1
3            Dalton Johnson           Arizona                 S               421          283           1
3            Dalton Johnson           Arizona                 CB              1553         910           1
3            Damonic Williams         Oklahoma                DT              346          386           1
3            Damonic Williams         Oklahoma                LB              1990         639           1
3            Dan Villari              Syracuse                LB              513          417           1
3            Dan Villari              Syracuse                TE              3834         521           1
3            Dane Key                 Nebraska                LB              363          383           1
3            Dane Key                 Nebraska                WR              3748         436           1
3            Darrell Jackson          Florida State           DT              77           88            1
3            Darrell Jackson          Florida State           LB              1147         335           1
3            David Gusta              Kentucky                DT              1026         378           1
3            David Gusta              Kentucky                LB              2003         844           1
3            De'Zhaun Stribling       Mississippi             WR              3557         178           1
3            De'Zhaun Stribling       Mississippi             LB              4429         726           1
3            Dean Connors             Houston                 EDGE            1723         672           1
3            Dean Connors             Houston                 RB              4214         582           1
3            Demonte Capehart         Clemson                 DT              162          228           1
3            Demonte Capehart         Clemson                 LB              1148         455           1
3            Derrick Moore            Michigan                EDGE            81           59            1
3            Derrick Moore            Michigan                LB              364          373           1
3            Deshon Singleton         Nebraska                S               307          332           1
3            Deshon Singleton         Nebraska                CB              1564         766           1
3            Deven Eastern            Minnesota               DT              255          367           1
3            Deven Eastern            Minnesota               LB              2024         540           1
3            Domonique Orange         Iowa State              DT              110          75            1
3            Domonique Orange         Iowa State              LB              1153         320           1
3            Dontay Corleone          Cincinnati              DT              163          142           1
3            Dontay Corleone          Cincinnati              LB              1154         312           1
3            Drew Allar               Penn State              LB              85           222           1
3            Drew Allar               Penn State              QB              3676         241           1
3            Drew Shelton             Penn State              LB              86           143           1
3            Drew Shelton             Penn State              OL              3706         313           1
3            Drew Stevens             Iowa                    LB              1158         976           1
3            Drew Stevens             Iowa                    ST              4018         845           1
3            Duce Chestnut            Syracuse                LB              366          814           1
3            Duce Chestnut            Syracuse                S               4070         617           1
3            Eli Heidenreich          Navy                    LB              213          301           1
3            Eli Heidenreich          Navy                    RB              3836         485           1
3            Eli Raridon              Notre Dame              LB              87           194           1
3            Eli Raridon              Notre Dame              TE              3675         199           1
3            Eli Stowers              Vanderbilt              LB              17           107           1
3            Eli Stowers              Vanderbilt              TE              3637         187           1
3            Emmanuel Mcneil-warren   Toledo                  S               3528         163           1
3            Emmanuel Mcneil-warren   Toledo                  LB              4331         365           1
3            Eric Mcalister           Texas Christian         LB              173          216           1
3            Eric Mcalister           Texas Christian         WR              3800         322           1
3            Eric Rivers              Georgia Tech            LB              122          211           1
3            Eric Rivers              Georgia Tech            WR              3651         423           1
3            Evan Beerntsen           Northwestern            LB              368          584           1
3            Evan Beerntsen           Northwestern            OL              3875         525           1
3            Febechi Nwaiwu           Oklahoma                OL              404          315           1
3            Febechi Nwaiwu           Oklahoma                LB              1169         374           1
3            Fred Davis               Northwestern            EDGE            1067         509           1
3            Fred Davis               Northwestern            CB              3821         574           1
3            Gabe Jacas               Illinois                EDGE            18           73            1
3            Gabe Jacas               Illinois                __ghost_3542__  3542         129           0
3            Gary Smith               UCLA                    LB              214          396           1
3            Gary Smith               UCLA                    DT              1653         440           1
3            George Gumbs             Florida                 EDGE            463          295           1
3            George Gumbs             Florida                 LB              2125         691           1
3            Gracen Halton            Oklahoma                DT              164          87            1
3            Gracen Halton            Oklahoma                LB              1179         369           1
3            Hank Beatty              Illinois                LB              2144         688           1
3            Hank Beatty              Illinois                WR              4217         609           1
3            J'Mari Taylor            Virginia                RB              3309         284           1
3            J'Mari Taylor            Virginia                LB              4479         989           1
3            Ja'Kobi Lane             Southern California     WR              3643         201           1
3            Ja'Kobi Lane             Southern California     LB              4383         482           1
3            Jack Endries             Texas                   LB              89           137           1
3            Jack Endries             Texas                   TE              3683         183           1
3            Jack Pyburn              Louisiana State         LB              123          413           1
3            Jack Pyburn              Louisiana State         EDGE            3621         486           1
3            Jack Stonehouse          Syracuse                LB              542          891           1
3            Jack Stonehouse          Syracuse                ST              3872         816           1
3            Jack Velling             Michigan State          LB              370          457           1
3            Jack Velling             Michigan State          TE              3758         471           1
3            Jackie Marshall          Baylor                  DT              1031         699           1
3            Jackie Marshall          Baylor                  EDGE            1068         627           1
3            Jadon Canady             Oregon                  CB              252          139           1
3            Jadon Canady             Oregon                  S               1463         783           1
3            Jager Burton             Kentucky                OL              406          329           1
3            Jager Burton             Kentucky                LB              1200         458           1
3            Jaishawn Barham          Michigan                EDGE            258          122           1
