=== CHECK 1: Active PID duplicates per (display_name, school_canonical) ===

display_name             school_canonical        position_group  prospect_id  is_active
4            Marvin Jones             Oklahoma                EDGE            351          634           1
4            Marvin Jones             Oklahoma                DT              1669         836           1
4            Mason Reiger             Wisconsin               EDGE            468          208           1
4            Mason Reiger             Wisconsin               LB              2430         950           1
4            Matt Gulbin              Michigan State          LB              128          161           1
4            Matt Gulbin              Michigan State          OL              3976         508           1
4            Matt Lauter              Boise State             LB              2435         933           1
4            Matt Lauter              Boise State             TE              4272         885           1
4            Max Bredeson             Michigan                RB              386          449           1
4            Max Bredeson             Michigan                FB              3868         958           1
4            Max Bredeson             Michigan                TE              4010         520           1
4            Max Iheanachor           Arizona State           LB              5            49            1
4            Max Iheanachor           Arizona State           OL              3958         220           1
4            Max Llewellyn            Iowa                    LB              92           214           1
4            Max Llewellyn            Iowa                    EDGE            3641         392           1
4            Max Llewellyn            Iowa                    DT              3995         747           1
4            Max Tomczak              Youngstown State        LB              2447         925           1
4            Max Tomczak              Youngstown State        WR              4269         515           1
4            Michael Taaffe           Texas                   S               310          140           1
4            Michael Taaffe           Texas                   CB              1605         599           1
4            Mike Washington          Arkansas                LB              93           127           1
4            Mike Washington          Arkansas                RB              3580         141           1
4            Nick Barrett             South Carolina          LB              178          249           1
4            Nick Barrett             South Carolina          DT              3629         381           1
4            Noah Thomas              Georgia                 LB              618          453           1
4            Noah Thomas              Georgia                 WR              3710         454           1
4            Noah Whittington         Oregon                  LB              218          395           1
4            Noah Whittington         Oregon                  RB              3812         445           1
4            Nyjalik Kelly            Central Florida         EDGE            207          535           1
4            Nyjalik Kelly            Central Florida         LB              2504         904           1
4            Omar Aigbedion           Baylor                  LB              2506         843           1
4            Omar Aigbedion           Baylor                  OL              3909         702           1
4            Omar Cooper              Indiana                 LB              12           42            1
4            Omar Cooper              Indiana                 WR              3523         174           1
4            Parker Brailsford        Alabama                 LB              388          264           1
4            Parker Brailsford        Alabama                 OL              408          164           1
4            Pat Coogan               Indiana                 LB              181          193           1
4            Pat Coogan               Indiana                 OL              3814         548           1
4            Peter Woods              Clemson                 DT              79           30            1
4            Peter Woods              Clemson                 LB              389          267           1
4            Peter Woods              Clemson                 EDGE            1764         270           1
4            Quintayvious Hutchins    Boston College          EDGE            352          276           1
4            Quintayvious Hutchins    Boston College          DT              1677         635           1
4            R Mason Thomas           Oklahoma                EDGE            7            55            1
4            R Mason Thomas           Oklahoma                __ghost_3538__  3538         134           0
4            Rara Thomas              Troy                    LB              2539         980           1
4            Rara Thomas              Troy                    WR              4168         429           1
4            Rayshaun Benny           Michigan                DT              111          181           1
4            Rayshaun Benny           Michigan                LB              1303         549           1
4            Red Murdock              Buffalo                 EDGE            169          167           1
4            Red Murdock              Buffalo                 LB              3642         418           1
4            Rene Konga               Louisville              LB              1304         559           1
4            Rene Konga               Louisville              DT              3696         542           1
4            Riley Nowakowski         Indiana                 TE              431          279           1
4            Riley Nowakowski         Indiana                 FB              1782         690           1
4            Roy Williams             Northern Illinois       LB              2573         912           1
4            Roy Williams             Northern Illinois       EDGE            4266         642           1
4            Ryan Eckley              Michigan State          LB              630          966           1
4            Ryan Eckley              Michigan State          ST              4019         985           1
4            Ryan Mosesso             UMass                   LB              2580         941           1
4            Ryan Mosesso             UMass                   OL              4274         740           1
4            Sam Hecht                Kansas State            LB              94           90            1
4            Sam Hecht                Kansas State            OL              3823         285           1
4            Sam Roush                Stanford                LB              129          230           1
4            Sam Roush                Stanford                TE              3822         198           1
4            Seth Mcgowan             Kentucky                LB              130          206           1
4            Seth Mcgowan             Kentucky                RB              3596         338           1
4            Skyler Gill-howard       Texas Tech              DT              3648         518           1
4            Skyler Gill-howard       Texas Tech              LB              4438         776           1
4            Star Thomas              Tennessee               LB              2620         968           1
4            Star Thomas              Tennessee               RB              3944         848           1
4            Ted Hurst                Georgia State           TE              30           108           1
4            Ted Hurst                Georgia State           WR              3982         159           1
4            Tim Keenan               Alabama                 LB              50           192           1
4            Tim Keenan               Alabama                 DT              3661         300           1
4            Trey Moore               Texas                   LB              394          248           1
4            Trey Moore               Texas                   EDGE            3818         281           1
4            Trey Smack               Florida                 LB              651          867           1
4            Trey Smack               Florida                 ST              3864         646           1
4            Trey Zuhn                Texas A&M               LB              95           149           1
4            Trey Zuhn                Texas A&M               OL              3802         360           1
4            Treydan Stukes           Arizona                 CB              160          112           1
4            Treydan Stukes           Arizona                 S               3011         138           0
4            Ty Simpson               Alabama                 QB              9            43            1
4            Ty Simpson               Alabama                 __ghost_3531__  3531         114           0
4            Tyler Onyedim            Texas A&M               DT              257          196           1
4            Tyler Onyedim            Texas A&M               EDGE            1775         575           1
4            Tyler Onyedim            Texas A&M               LB              2694         796           1
4            Tyre West                Tennessee               LB              2700         489           1
4            Tyre West                Tennessee               EDGE            3634         581           1
4            Tyreak Sapp              Florida                 EDGE            208          170           1
4            Tyreak Sapp              Florida                 LB              1347         424           1
4            Wade Woodaz              Clemson                 EDGE            353          573           1
4            Wade Woodaz              Clemson                 LB              3859         480           1
4            Will Kacmarek            Ohio State              LB              223          419           1
4            Will Kacmarek            Ohio State              TE              3813         356           1
4            Will Lee                 Texas A&M               LB              51           118           1
4            Will Lee                 Texas A&M               CB              3593         191           1
4            Xavier Nwankpa           Iowa                    S               424          254           1
4            Xavier Nwankpa           Iowa                    CB              1628         760           1
4            Zach Calzada             Kentucky                LB              1360         917           1
4            Zach Calzada             Kentucky                QB              4133         750           1
4            Zane Durant              Penn State              LB              52           273           1
4            Zane Durant              Penn State              DT              3684         297           1
4            Zion Nelson              SMU                     LB              2747         951           1
4            Zion Nelson              SMU                     OL              4155         578           1
4            Zion Young               Missouri                LB              10           65            1
4            Zion Young               Missouri                EDGE            3551         180           1
4            Zxavian Harris           Mississippi             DT              166          339           1
4            Zxavian Harris           Mississippi             LB              1366         469           1
5            Adam Randall             Clemson                 LB              118          355           1
5            Adam Randall             Clemson                 RB              3746         361           1
5            Aidan Hubbard            Northwestern            EDGE            459          460           1
5            Aidan Hubbard            Northwestern            DT              1635         789           1
5            Akheem Mesidor           Miami                   EDGE            80           24            1
5            Akheem Mesidor           Miami                   DT              1636         295           1
5            Alan Herron              Maryland                LB              209          561           1
5            Alan Herron              Maryland                OL              3952         683           1
5            Albert Regis             Texas A&M               DT              344          163           1
5            Albert Regis             Texas A&M               LB              1094         384           1
5            Alex Harkey              Oregon                  LB              170          422           1
5            Alex Harkey              Oregon                  OL              3715         346           1
5            Anez Cooper              Miami                   LB              261          371           1
5            Anez Cooper              Miami                   OL              4003         429           1
5            Ar'Maj Reed-adams        Texas A&M               OL              3649         436           1
5            Ar'Maj Reed-adams        Texas A&M               LB              4464         918           1
5            Arvell Reese             Ohio State              LB              16           13            1
5            Arvell Reese             Ohio State              __ghost_1058__  1058         80            0
5            Beau Stephens            Iowa                    LB              119          159           1
5            Beau Stephens            Iowa                    OL              3584         284           1
5            Ben Bell                 Virginia Tech           LB              1844         667           1
5            Ben Bell                 Virginia Tech           EDGE            4211         868           1
5            Brandon Cleveland        North Carolina State    DT              1023         457           1
5            Brandon Cleveland        North Carolina State    EDGE            1703         681           1
5            Brandon Cleveland        North Carolina State    LB              1869         682           1
5            Brian Parker             Duke                    OL              184          106           1
5            Brian Parker             Duke                    LB              1114         265           1
5            Bryson Eason             Tennessee               DT              345          344           1
5            Bryson Eason             Tennessee               LB              1119         730           1
5            Bud Clark                Texas Christian         LB              44           101           1
5            Bud Clark                Texas Christian         S               3590         273           1
5            Cade Klubnik             Clemson                 EDGE            112          150           1
5            Cade Klubnik             Clemson                 QB              3569         289           1
5            Caleb Banks              Florida                 DT              75           33            1
5            Caleb Banks              Florida                 LB              357          277           1
5            Cam Miller               Rutgers                 LB              496          462           1
5            Cam Miller               Rutgers                 CB              3832         648           1
5            Cam Robertson            SMU                     LB              1917         967           1
5            Cam Robertson            SMU                     EDGE            3923         417           1
5            Cameron Ball             Arkansas                DT              204          304           1
5            Cameron Ball             Arkansas                LB              1913         726           1
5            Cash Jones               Georgia                 LB              1930         942           1
5            Cash Jones               Georgia                 RB              4271         793           1
5            Chip Trayanum            Toledo                  LB              501          700           1
5            Chip Trayanum            Toledo                  RB              3771         522           1
5            Chris Mcclellan          Missouri                DT              161          116           1
5            Chris Mcclellan          Missouri                LB              1128         369           1
5            Christen Miller          Georgia                 DT              76           60            1
5            Christen Miller          Georgia                 LB              359          287           1
5            Cian Slone               NC State                LB              1132         433           1
5            Cian Slone               NC State                EDGE            3841         453           1
5            Clay Patterson           Stanford                LB              1962         419           1
5            Clay Patterson           Stanford                EDGE            4491         487           1
5            Cole Brevard             Texas                   LB              507          484           1
5            Cole Brevard             Texas                   DT              3724         572           1
5            Cole Payton              North Dakota State      LB              172          198           1
5            Cole Payton              North Dakota State      QB              3970         408           1
5            Cole Wisniewski          Texas Tech              LB              263          291           1
5            Cole Wisniewski          Texas Tech              S               3650         418           1
5            Connor Lew               Auburn                  OL              225          89            1
5            Connor Lew               Auburn                  LB              362          158           1
5            Connor Tollison          Missouri                OL              1380         414           1
5            Connor Tollison          Missouri                LB              1976         637           1
5            D'Angelo Ponds           Indiana                 CB              3236         190           1
5            D'Angelo Ponds           Indiana                 LB              4347         223           1
5            Dae'Quan Wright          Mississippi             TE              3699         259           1
5            Dae'Quan Wright          Mississippi             LB              4480         1006          1
5            Dalton Johnson           Arizona                 S               421          248           1
5            Dalton Johnson           Arizona                 CB              1553         919           1
5            Damonic Williams         Oklahoma                DT              346          415           1
5            Damonic Williams         Oklahoma                LB              1990         652           1
5            Dan Villari              Syracuse                LB              513          413           1
5            Dan Villari              Syracuse                TE              3834         530           1
5            Dane Key                 Nebraska                LB              363          401           1
5            Dane Key                 Nebraska                WR              3748         446           1
5            Darrell Jackson          Florida State           DT              77           73            1
5            Darrell Jackson          Florida State           LB              1147         336           1
5            David Gusta              Kentucky                DT              1026         377           1
5            David Gusta              Kentucky                LB              2003         857           1
5            De'Zhaun Stribling       Mississippi             WR              3557         334           1
5            De'Zhaun Stribling       Mississippi             LB              4429         742           1
5            Dean Connors             Houston                 EDGE            1723         686           1
5            Dean Connors             Houston                 RB              4214         708           1
5            Demonte Capehart         Clemson                 DT              162          213           1
5            Demonte Capehart         Clemson                 LB              1148         464           1
5            Derrick Moore            Michigan                EDGE            81           63            1
5            Derrick Moore            Michigan                LB              364          380           1
5            Deshon Singleton         Nebraska                S               307          343           1
5            Deshon Singleton         Nebraska                CB              1564         781           1
5            Deven Eastern            Minnesota               DT              255          348           1
5            Deven Eastern            Minnesota               LB              2024         544           1
5            Domonique Orange         Iowa State              DT              110          68            1
5            Domonique Orange         Iowa State              LB              1153         322           1
5            Dontay Corleone          Cincinnati              DT              163          119           1
5            Dontay Corleone          Cincinnati              LB              1154         316           1
5            Drew Allar               Penn State              LB              85           185           1
5            Drew Allar               Penn State              QB              3676         243           1
5            Drew Shelton             Penn State              LB              86           134           1
5            Drew Shelton             Penn State              OL              3706         317           1
5            Drew Stevens             Iowa                    LB              1158         990           1
5            Drew Stevens             Iowa                    ST              4018         876           1
5            Duce Chestnut            Syracuse                LB              366          617           1
5            Duce Chestnut            Syracuse                S               4070         621           1
5            Eli Heidenreich          Navy                    LB              213          290           1
5            Eli Heidenreich          Navy                    RB              3836         494           1
5            Eli Raridon              Notre Dame              LB              87           155           1
5            Eli Raridon              Notre Dame              TE              3675         207           1
5            Eli Stowers              Vanderbilt              LB              17           72            1
5            Eli Stowers              Vanderbilt              TE              3637         200           1
5            Emmanuel Mcneil-warren   Toledo                  S               3528         117           1
5            Emmanuel Mcneil-warren   Toledo                  LB              4331         372           1
5            Eric Mcalister           Texas Christian         LB              173          191           1
5            Eric Mcalister           Texas Christian         WR              3800         279           1
5            Eric Rivers              Georgia Tech            LB              122          196           1
5            Eric Rivers              Georgia Tech            WR              3651         437           1
5            Evan Beerntsen           Northwestern            LB              368          587           1
5            Evan Beerntsen           Northwestern            OL              3875         535           1
5            Febechi Nwaiwu           Oklahoma                OL              404          314           1
5            Febechi Nwaiwu           Oklahoma                LB              1169         352           1
5            Fred Davis               Northwestern            EDGE            1067         546           1
5            Fred Davis               Northwestern            CB              3821         573           1
5            Gabe Jacas               Illinois                EDGE            18           75            1
5            Gabe Jacas               Illinois                __ghost_3542__  3542         148           0
5            Gary Smith               UCLA                    LB              214          392           1
5            Gary Smith               UCLA                    DT              1653         449           1
5            George Gumbs             Florida                 EDGE            463          278           1
5            George Gumbs             Florida                 LB              2125         704           1
5            Gracen Halton            Oklahoma                DT              164          90            1
5            Gracen Halton            Oklahoma                LB              1179         374           1
5            Hank Beatty              Illinois                LB              2144         702           1
5            Hank Beatty              Illinois                WR              4217         614           1
5            J'Mari Taylor            Virginia                RB              3309         286           1
5            J'Mari Taylor            Virginia                LB              4479         1002          1
5            Ja'Kobi Lane             Southern California     WR              3643         294           1
5            Ja'Kobi Lane             Southern California     LB              4383         491           1
5            Jack Endries             Texas                   LB              89           108           1
5            Jack Endries             Texas                   TE              3683         249           1
5            Jack Pyburn              Louisiana State         LB              123          375           1
5            Jack Pyburn              Louisiana State         EDGE            3621         496           1
5            Jack Stonehouse          Syracuse                LB              542          902           1
5            Jack Stonehouse          Syracuse                ST              3872         751           1
5            Jack Velling             Michigan State          LB              370          516           1
5            Jack Velling             Michigan State          TE              3758         367           1
5            Jackie Marshall          Baylor                  DT              1031         588           1
5            Jackie Marshall          Baylor                  EDGE            1068         635           1
5            Jadon Canady             Oregon                  CB              252          182           1
5            Jadon Canady             Oregon                  S               1463         386           1
5            Jager Burton             Kentucky                OL              406          300           1
5            Jager Burton             Kentucky                LB              1200         466           1
5            Jaishawn Barham          Michigan                EDGE            258          113           1
5            Jaishawn Barham          Michigan                LB              372          246           1
5            Jake Retzlaff            Tulane                  LB              1204         571           1
5            Jake Retzlaff            Tulane                  QB              3905         543           1
5            Jake Slaughter           Florida                 LB              46           100           1
5            Jake Slaughter           Florida                 OL              3795         323           1
5            Jakobe Thomas            Miami                   S               238          138           1
5            Jakobe Thomas            Miami                   CB              1579         722           1
5            Jalen Huskey             Maryland                S               422          226           1
5            Jalen Huskey             Maryland                CB              1581         843           1
5            Jalon Kilgore            South Carolina          S               309          107           1
5            Jalon Kilgore            South Carolina          CB              449          309           0
5            Jam Miller               Alabama                 LB              373          382           1
5            Jam Miller               Alabama                 RB              3873         554           1
5            James Brockermeyer       Miami (FL)              LB              550          450           1
5            James Brockermeyer       Miami (FL)              OL              683          821           1
5            James Thompson           Illinois                DT              1658         576           1
5            James Thompson           Illinois                LB              2212         542           1
5            Jaren Kanak              Oklahoma                TE              867          338           1
5            Jaren Kanak              Oklahoma                FB              1781         752           1
5            Jaren Kump               Utah                    OL              1392         715           1
5            Jaren Kump               Utah                    LB              2219         772           1
5            Jeff Caldwell            Cincinnati              LB              270          253           1
5            Jeff Caldwell            Cincinnati              WR              3983         337           1
5            Jeff Persi               Pittsburgh              LB              2235         720           1
5            Jeff Persi               Pittsburgh              OL              4222         744           1
5            Joe Fagnano              Connecticut             LB              215          423           1
5            Joe Fagnano              Connecticut             QB              4016         657           1
5            Joe Royer                Cincinnati              LB              90           130           1
5            Joe Royer                Cincinnati              TE              4286         347           1
5            Joey Aguilar             Tennessee               LB              216          396           1
5            Joey Aguilar             Tennessee               QB              3756         427           1
5            John Michael Gyllenborg  Wyoming                 LB              126          237           1
5            John Michael Gyllenborg  Wyoming                 TE              3681         411           1
5            Jordan Van Den Berg      Georgia Tech            DT              1039         359           1
5            Jordan Van Den Berg      Georgia Tech            EDGE            1072         729           1
5            Josh Braun               Kentucky                LB              1224         794           1
5            Josh Braun               Kentucky                OL              3764         500           1
5            Josh Cameron             Baylor                  LB              47           152           1
5            Josh Cameron             Baylor                  WR              3616         272           1
5            Josh Cuevas              Alabama                 LB              175          162           1
5            Josh Cuevas              Alabama                 TE              3644         267           1
5            Josh Moten               Southern Miss           LB              379          368           1
5            Josh Moten               Southern Miss           CB              3704         473           1
5            Josh Thompson            LSU                     LB              1228         570           1
5            Josh Thompson            LSU                     OL              3680         483           1
5            Jude Bowry               Boston College          EDGE            115          151           1
5            Jude Bowry               Boston College          OL              3709         339           1
5            KC Concepcion            Texas A&M               WR              3            32            1
5            KC Concepcion            Texas A&M               WR              3516         173           1
5            Kage Casey               Boise State             LB              91           166           1
5            Kage Casey               Boise State             OL              3967         240           1
5            Kaleb Proctor            Southeastern Louisiana  DT              348          258           1
5            Kaleb Proctor            Southeastern Louisiana  LB              2333         435           1
5            Kam Dewberry             Alabama                 LB              2335         886           1
5            Kam Dewberry             Alabama                 OL              4256         814           1
5            Kam Olds                 Kentucky                LB              2336         979           1
5            Kam Olds                 Kentucky                EDGE            4278         863           1
5            Kani Walker              Arkansas                LB              2338         823           1
5            Kani Walker              Arkansas                CB              3867         872           1
5            Kayden Mcdonald          Ohio State              DT              78           28            1
5            Kayden Mcdonald          Ohio State              LB              380          280           1
5            Keeshawn Silver          USC                     DT              1663         750           1
5            Keeshawn Silver          USC                     LB              2344         654           1
5            Keionte Scott            Miami                   S               239          229           1
5            Keionte Scott            Miami                   CB              338          85            1
5            Keldric Faulk            Auburn                  EDGE            42           26            1
5            Keldric Faulk            Auburn                  DT              4484         298           1
5            Kendal Daniels           Oklahoma                LB              274          276           1
5            Kendal Daniels           Oklahoma                S               1468         749           1
5            Keyron Crawford          Auburn                  EDGE            116          98            1
5            Keyron Crawford          Auburn                  LB              1240         364           1
5            Kobe Baynes              Kansas                  LB              584          332           1
5            Kobe Baynes              Kansas                  OL              3879         468           1
5            Kobe Prentice            Baylor                  LB              2363         898           1
5            Kobe Prentice            Baylor                  WR              4259         630           1
5            LT Overton               Alabama                 EDGE            3626         214           1
5            LT Overton               Alabama                 DT              3972         378           1
5            Lake Mcree               Southern California     LB              382          383           1
5            Lake Mcree               Southern California     TE              3854         324           1
5            Landon Robinson          Navy                    DT              458          302           1
5            Landon Robinson          Navy                    LB              2384         711           1
5            Lee Hunter               Texas Tech              LB              4            55            1
5            Lee Hunter               Texas Tech              DT              3527         139           1
5            Logan Jones              Iowa                    OL              287          167           1
5            Logan Jones              Iowa                    LB              383          178           1
5            Lorenzo Styles           Ohio State              S               1470         651           1
5            Lorenzo Styles           Ohio State              CB              1599         664           1
5            Louis Moore              Indiana                 S               193          187           1
5            Louis Moore              Indiana                 CB              1600         625           1
5            Luke Altmyer             Illinois                LB              177          320           1
5            Luke Altmyer             Illinois                QB              3707         577           1
5            Malachi Lawrence         Central Florida         EDGE            82           140           1
5            Malachi Lawrence         Central Florida         LB              1262         331           1
5            Mark Gronowski           Iowa                    LB              385          623           1
5            Mark Gronowski           Iowa                    QB              3931         507           1
5            Mark Petry               Syracuse                LB              2422         826           1
5            Mark Petry               Syracuse                OL              4241         764           1
5            Marvin Jones             Oklahoma                EDGE            351          626           1
5            Marvin Jones             Oklahoma                DT              1669         852           1
5            Mason Reiger             Wisconsin               EDGE            468          206           1
5            Mason Reiger             Wisconsin               LB              2430         968           1
5            Matt Gulbin              Michigan State          LB              128          160           1
5            Matt Gulbin              Michigan State          OL              3976         517           1
5            Matt Lauter              Boise State             LB              2435         946           1
5            Matt Lauter              Boise State             TE              4272         897           1
5            Max Bredeson             Michigan                RB              386          459           1
5            Max Bredeson             Michigan                FB              3868         855           1
5            Max Bredeson             Michigan                TE              4010         529           1
5            Max Iheanachor           Arizona State           LB              5            53            1
5            Max Iheanachor           Arizona State           OL              3958         161           1
5            Max Llewellyn            Iowa                    LB              92           220           1
5            Max Llewellyn            Iowa                    EDGE            3641         403           1
5            Max Llewellyn            Iowa                    DT              3995         761           1
5            Max Tomczak              Youngstown State        LB              2447         937           1
5            Max Tomczak              Youngstown State        WR              4269         650           1
5            Michael Taaffe           Texas                   S               310          137           1
5            Michael Taaffe           Texas                   CB              1605         604           1
5            Mike Washington          Arkansas                LB              93           104           1
5            Mike Washington          Arkansas                RB              3580         204           1
5            Nick Barrett             South Carolina          LB              178          218           1
5            Nick Barrett             South Carolina          DT              3629         420           1
5            Noah Thomas              Georgia                 LB              618          461           1
5            Noah Thomas              Georgia                 WR              3710         481           1
5            Noah Whittington         Oregon                  LB              218          356           1
5            Noah Whittington         Oregon                  RB              3812         456           1
5            Nyjalik Kelly            Central Florida         EDGE            207          532           1
5            Nyjalik Kelly            Central Florida         LB              2504         915           1
5            Omar Aigbedion           Baylor                  LB              2506         900           1
5            Omar Aigbedion           Baylor                  OL              3909         714           1
5            Omar Cooper              Indiana                 LB              12           44            1
5            Omar Cooper              Indiana                 WR              3523         133           1
5            Parker Brailsford        Alabama                 LB              388          257           1
5            Parker Brailsford        Alabama                 OL              408          186           1
5            Pat Coogan               Indiana                 LB              181          154           1
5            Pat Coogan               Indiana                 OL              3814         580           1
5            Peter Woods              Clemson                 DT              79           29            1
5            Peter Woods              Clemson                 LB              389          271           1
5            Peter Woods              Clemson                 EDGE            1764         275           1
5            Quintayvious Hutchins    Boston College          EDGE            352          255           1
5            Quintayvious Hutchins    Boston College          DT              1677         642           1
5            R Mason Thomas           Oklahoma                EDGE            7            58            1
5            R Mason Thomas           Oklahoma                __ghost_3538__  3538         146           0
5            Rara Thomas              Troy                    LB              2539         994           1
5            Rara Thomas              Troy                    WR              4168         441           1
5            Rayshaun Benny           Michigan                DT              111          136           1
5            Rayshaun Benny           Michigan                LB              1303         550           1
5            Red Murdock              Buffalo                 EDGE            169          175           1
5            Red Murdock              Buffalo                 LB              3642         434           1
5            Rene Konga               Louisville              LB              1304         589           1
5            Rene Konga               Louisville              DT              3696         547           1
5            Riley Nowakowski         Indiana                 TE              431          285           1
5            Riley Nowakowski         Indiana                 FB              1782         649           1
5            Roy Williams             Northern Illinois       LB              2573         922           1
5            Roy Williams             Northern Illinois       EDGE            4266         655           1
5            Ryan Eckley              Michigan State          LB              630          975           1
5            Ryan Eckley              Michigan State          ST              4019         949           1
5            Ryan Mosesso             UMass                   LB              2580         955           1
5            Ryan Mosesso             UMass                   OL              4274         754           1
5            Sam Hecht                Kansas State            LB              94           86            1
5            Sam Hecht                Kansas State            OL              3823         311           1
5            Sam Roush                Stanford                LB              129          180           1
