score,tier,sources_covered,display_name,full_name,school_canonical,position_group,prospect_key,prospect_id,reason_chips
8.0402,Watch,4,Khalil Dinkins,Khalil Dinkins,Penn State,TE,p2026_3fbacfda3174e1a5,399,33% coverage; Wide variance
7.9922,Watch,1,Kamran James,Kamran James,Florida,EDGE,p2026_e7b67197e1e7e914,536,8% coverage
7.9326,Watch,1,Ayden Williams,Ayden Williams,Mississippi State,WR,p2026_06b4e3ff08b2e06a,537,8% coverage
7.928,Watch,2,DQ Smith,DQ Smith,South Carolina,S,p2026_d8ba80a6e163b4fb,361,17% coverage
7.8369,Watch,2,Maverick Mcivor,Maverick Mcivor,Western Kentucky,QB,p2026_077b4773ca859215,362,17% coverage
7.7942,Watch,1,Jaren Kanak,Jaren Kanak,Oklahoma,FB,p2026_2bf1fdb01cdbb553,668,8% coverage
7.7942,Watch,1,Jake Golday,Jake Golday,Cincinatti,LB,p2026_de5f4049196301d5,786,8% coverage
7.7458,Watch,2,Devin Mockobee,Devin Mockobee,Purdue,RB,p2026_2ba77e7ab8e148bc,363,17% coverage
7.694,Watch,1,Michael Harris,Michael Harris,Maryland,LB,p2026_27156cd7e0543365,541,8% coverage
7.6344,Watch,1,Evan Tengesdahl,Evan Tengesdahl,Cincinnati,OL,p2026_cb92b6b86f29ae23,542,8% coverage
7.5635,Watch,2,Devonte Ross,Devonte Ross,Penn State,WR,p2026_28b05265d341ac8a,365,17% coverage
7.5056,Watch,1,Caleb Banks,Caleb Banks,Florida,TE,p2026_dea026f21e64c028,798,8% coverage; Median rank ≤ 50
7.4724,Watch,2,Jimmori Robinson,Jimmori Robinson,West Virginia,EDGE,p2026_95551847098954da,366,17% coverage
7.3612,Watch,1,Bryan Thomas,Bryan Thomas,South Carolina,EDGE,p2026_5a6de94a867f3058,669,8% coverage
7.2606,Watch,1,Xavier Nwankpa,Xavier Nwankpa,Iowa,CB,p2026_9ceefd61d4cc7f58,742,8% coverage
7.254,Watch,2,Dacari Collins,Dacari Collins,Louisville,WR,p2026_6534e1c28ab3108c,569,17% coverage
7.1696,Watch,2,Malcolm Greene,Malcolm Greene,Massachusetts,CB,p2026_48abfe2298b40b83,570,17% coverage
7.0168,Watch,2,Daniel King,Daniel King,North Carolina,OL,p2026_585c6f3ca34b4d40,371,17% coverage
7.0077,Watch,1,Brent Austin,Brent Austin,Cal,CB,p2026_f3e507b622a89ead,774,8% coverage
6.9982,Watch,1,Deshon Singleton,Deshon Singleton,Nebraska,CB,p2026_4f666bf5605e89db,743,8% coverage
6.9282,Watch,1,C.j.allen,C.j.allen,Georgia,RB,p2026_2f2ea273ae629c9c,799,8% coverage; Median rank ≤ 50
6.859,Watch,1,Cormani Mcclain,Cormani Mcclain,Florida,CB,p2026_3b95d9ea2b6ad444,543,8% coverage
6.8323,Watch,2,James Brockermeyer...,James Brockermeyer...,Miami,OL,p2026_da42377ac86a26a5,571,17% coverage
6.7994,Watch,1,Tony Rojas,Tony Rojas,Penn State,LB,p2026_655052b42eb0b078,544,8% coverage
6.7836,Watch,4,Brett Thorson,Brett Thorson,Georgia,ST,p2026_4017831e4e211924,445,33% coverage; Wide variance
6.7397,Watch,1,Markis Deal,Markis Deal,TCU,DT,p2026_971c7573632d1901,545,8% coverage
6.7358,Watch,1,Aidan Hubbard,Aidan Hubbard,Northwestern,DT,p2026_1291c028ddfa87fd,744,8% coverage
6.6801,Watch,1,Troy Bowles,Troy Bowles,Michigan,LB,p2026_4af7f912a7c1b53f,546,8% coverage
6.6395,Watch,1,Jayden Williams,Jayden Williams,Ole Miss,OL,p2026_86c38594d94a9b78,671,8% coverage
6.6204,Watch,1,Keaten Wade,Keaten Wade,Colorado,EDGE,p2026_cce26374995e0463,547,8% coverage
6.5608,Watch,1,Zach Rice,Zach Rice,Syracuse,OL,p2026_e9482b3af575aaff,548,8% coverage
6.5027,Watch,3,Blake Shapen,Blake Shapen,Mississippi State,QB,p2026_5cf97eb352629a51,393,25% coverage; Moderate variance
6.5012,Watch,1,Malik Spencer,Malik Spencer,Michigan State,S,p2026_bca9b492876eaac9,549,8% coverage
6.4949,Watch,2,Mitchell Melton,Mitchell Melton,Virginia,EDGE,p2026_44698f8711d8f118,572,17% coverage
6.4847,Watch,1,Jadon Canady,Jadon Canady,Oregon,S,p2026_0e45b357a5032e20,775,8% coverage
6.47,Watch,2,David Gusta,David Gusta,Kentucky,LB,p2026_302a718ead90940c,377,17% coverage
6.4415,Watch,1,Branson Robinson,Branson Robinson,Georgia State,RB,p2026_6f5d3333f6bf1339,550,8% coverage
6.4331,Watch,2,Duce Chestnut,Duce Chestnut,Syracuse,S,p2026_211ee685f6f1ef5f,535,17% coverage
6.4105,Watch,2,Samson Okunlola,Samson Okunlola,Miami,OL,p2026_eb9d6461aeb06800,573,17% coverage
6.4064,Watch,5,Chris Hilton,Chris Hilton,LSU,WR,p2026_400cfdd59405e7b6,348,42% coverage; Wide variance
6.3819,Watch,1,Zen Michalski,Zen Michalski,Indiana,OL,p2026_4f3b893564299a7c,551,8% coverage
6.3789,Watch,2,JJ Johnson,JJ Johnson,North Carolina State,S,p2026_d6b6ec0aedccfce7,378,17% coverage
6.3509,Watch,1,Lee Hunter,Lee Hunter,Texas Tech,TE,p2026_96e00a425fc4b0b0,800,8% coverage; Median rank ≤ 50
6.3222,Watch,1,Korey Foreman,Korey Foreman,Fresno State,EDGE,p2026_94e76e7ea0d28c50,552,8% coverage
6.2787,Watch,1,Stephen Daley,Stephen Daley,Indiana,EDGE,p2026_5f18448f3e7732a0,672,8% coverage
6.2626,Watch,1,TJ Ferguson,TJ Ferguson,Syracuse,OL,p2026_4979b55bdd12ec2a,553,8% coverage
6.2109,Watch,1,Anez Cooper,Anez Cooper,Miami Fla.,OL,p2026_648901452ef00bd6,745,8% coverage
6.2029,Watch,1,Ty Thompson,Ty Thompson,Tulane,TE,p2026_f610767eb335c2bb,554,8% coverage
6.171,Watch,1,Michael Wortham,Michael Wortham,Montana,WR,p2026_b3b9ad1da8b76cd0,776,8% coverage
6.1433,Watch,1,Sage Ryan,Sage Ryan,Ole Miss,S,p2026_70be129040614520,555,8% coverage
6.1343,Watch,1,Corey Robinson,Corey Robinson,Arkansas,OL,p2026_7f901952ff9968af,673,8% coverage
6.0622,Watch,1,Devean Deal,Devean Deal,TCU,EDGE,p2026_eb0a71ef8a4dcb8d,674,8% coverage
6.024,Watch,1,Reid Carrico,Reid Carrico,West Virginia,LB,p2026_7b21d96ef3e9f6dc,556,8% coverage
6.0144,Watch,2,Weylin Lapuaho,Weylin Lapuaho,BYU,OL,p2026_f878e69b5cc6a8c0,382,17% coverage
5.9644,Watch,1,Preston Stone,Preston Stone,Northwestern,QB,p2026_81371421e1b8929c,557,8% coverage
5.9232,Watch,2,Kentrel Bullock,Kentrel Bullock,South Alabama,RB,p2026_d6adaf799654acb8,383,17% coverage
5.9178,Watch,1,David Oke,David Oke,Arkansas,DT,p2026_813324c51078d4b9,675,8% coverage
5.9047,Watch,1,Keyon Ware-hudson,Keyon Ware-hudson,Oregon,DT,p2026_5fb770a34be50627,558,8% coverage
5.9001,Watch,3,Jalen Walthall,Jalen Walthall,Incarnate Word,WR,p2026_45ad9630bd780433,404,25% coverage; Wide variance
5.8451,Watch,1,Jason Henderson,Jason Henderson,Old Dominion,LB,p2026_3f6e639e3770c6ef,559,8% coverage
5.8189,Watch,3,Tyler Van Dyke,Tyler Van Dyke,SMU,QB,p2026_db3d93e657dd7f53,417,25% coverage; Moderate variance
5.7854,Watch,1,Turner Corcoran,Turner Corcoran,Nebraska,OL,p2026_d30109da258f6808,560,8% coverage
5.7766,Watch,2,Damon Payne,Damon Payne,Michigan,DT,p2026_0aed938c6369a24c,577,17% coverage
5.7526,Watch,1,Jamarion Miller,Jamarion Miller,Alabama,RB,p2026_1b30335487eb38cc,777,8% coverage
5.741,Watch,2,Shyheim Brown,Shyheim Brown,Florida State,S,p2026_6393ff1b074a2540,385,17% coverage
5.7258,Watch,1,Dylan Brooks,Dylan Brooks,Kansas,EDGE,p2026_74ca7c7c35818f41,561,8% coverage
5.7013,Watch,1,Gunnar Hansen,Gunnar Hansen,Florida State,OL,p2026_b0fb2ccf40474da1,676,8% coverage
5.6661,Watch,1,Gabriel Rubio,Gabriel Rubio,Notre Dame,DT,p2026_0c2571e67aed686c,562,8% coverage
5.6499,Watch,2,Anthony Hankerson,Anthony Hankerson,Oregon State,RB,p2026_a2b3ed0c2f2a9db6,386,17% coverage
5.6065,Watch,1,Avante Dickerson,Avante Dickerson,Arkansas State,CB,p2026_9a1033771bb2ae22,563,8% coverage
5.5587,Watch,2,Malik Rutherford,Malik Rutherford,Georgia Tech,WR,p2026_df53024e96df7ec0,387,17% coverage
5.5054,Watch,2,Giovanni El-hadi,Giovanni El-hadi,Michigan,OL,p2026_e0ad6d2f9af8737e,602,17% coverage
5.4872,Watch,1,Latrell Mccutchin Sr...,Latrell Mccutchin Sr...,Houston,CB,p2026_b227004abead6901,564,8% coverage
5.4276,Watch,1,Armoni Goodwin,Armoni Goodwin,UT Martin,RB,p2026_4a4c2481cd62fd39,565,8% coverage
5.3765,Watch,2,Trevor Brock,Trevor Brock,Buffalo,OL,p2026_4be63ffaaf4d0d81,389,17% coverage
5.3361,Watch,1,Jalen Huskey,Jalen Huskey,Maryland,CB,p2026_6e91c075eebae49a,746,8% coverage
5.3083,Watch,1,Jojo Earle,Jojo Earle,UNLV,WR,p2026_4d3d2d4213272324,567,8% coverage
5.2854,Watch,2,Kam Dewberry,Kam Dewberry,Alabama,OL,p2026_26853dcb960eaaf4,390,17% coverage
5.2683,Watch,1,Jacob Thomas,Jacob Thomas,James Madison,S,p2026_f14896e7623be94d,677,8% coverage
5.2486,Watch,1,Christian Leary,Christian Leary,Western Michigan,WR,p2026_9bf2c492b3499f9c,568,8% coverage
5.2164,Watch,4,Trey Smack,Trey Smack,Florida,ST,p2026_30c2fe535e2e40a9,441,33% coverage; Wide variance
5.125,Watch,1,Jordan Van Den Berg,Jordan Van Den Berg,Georgia Tech,EDGE,p2026_1768e71c036ba17d,778,8% coverage
5.1031,Watch,2,Phillip Dunnam,Phillip Dunnam,UCF,S,p2026_2a11960111624799,392,17% coverage
5.0327,Watch,3,James Brockermeyer,James Brockermeyer,Miami FL,OL,p2026_fb0383c499896c13,433,25% coverage; Wide variance
4.8297,Watch,2,Angel Johnson,Angel Johnson,Washington State,RB,p2026_bf2b10d570042572,395,17% coverage
4.8113,Watch,1,Marvin Jones,Marvin Jones,Oklahoma,DT,p2026_60b3750a325c38dc,747,8% coverage
4.7631,Watch,1,Garrison Grimes,Garrison Grimes,BYU,ST,p2026_6ff85a3f29cd3ecb,679,8% coverage
4.7386,Watch,2,Kobe Prentice,Kobe Prentice,Baylor,WR,p2026_da558d5bc384f5c1,396,17% coverage
4.7292,Watch,3,Miles Capers,Miles Capers,Vanderbilt,EDGE,p2026_e18ff3c692197093,413,25% coverage; Wide variance
4.6562,Watch,3,Romello Brinson,Romello Brinson,SMU,WR,p2026_1da7139a99335ce9,426,25% coverage; Wide variance
4.6475,Watch,2,Amari Niblack,Amari Niblack,Texas A&M,TE,p2026_f683821a828e1349,397,17% coverage
4.6188,Watch,1,Omar Aigbedion,Omar Aigbedion,Baylor,OL,p2026_624337686bf17a05,680,8% coverage
4.4975,Watch,1,Jack Strand,Jack Strand,MSU Moorehead,QB,p2026_47dccfb958744afe,779,8% coverage
4.4733,Watch,1,Jaiden Ausberry,Jaiden Ausberry,Notre Dame,LB,p2026_dc514cc6e07e2249,574,8% coverage
4.4023,Watch,1,Kejon Owens,Kejon Owens,Florida International,RB,p2026_c1366a567d10b851,681,8% coverage
4.3741,Watch,2,J'Onre Reed,J'Onre Reed,USC,OL,p2026_75c4226bc9366a0d,400,17% coverage
4.3482,Watch,3,Davon Booth,Davon Booth,Mississippi State,RB,p2026_8eb585073488b6ba,403,25% coverage; Moderate variance
4.305,Watch,3,Kaidon Salter,Kaidon Salter,Colorado,QB,p2026_30bc729bc7fecaa6,423,25% coverage; Tight consensus
4.3016,Watch,4,Jack Stonehouse,Jack Stonehouse,Syracuse,ST,p2026_c7a0232bfbc67f16,447,33% coverage; Wide variance
4.2943,Watch,1,Makari Vickers,Makari Vickers,Colorado,CB,p2026_68d95d26451d0d0a,575,8% coverage
4.1154,Watch,1,Ezra Dotson-oyeta...,Ezra Dotson-oyeta...,Texas State,OL,p2026_5d27dc55c7557426,576,8% coverage
4.024,Watch,1,Charles Demmings,Charles Demmings,S.F. Austin,CB,p2026_6e9da2b8ece87b16,749,8% coverage
4.0045,Watch,2,Bobby Jamison-travis,Bobby Jamison-travis,Auburn,DT,p2026_076dfcf427ae03c4,748,17% coverage
3.9961,Watch,1,Clayton Smith,Clayton Smith,Arizona State,EDGE,p2026_aa54d2644eb98087,578,8% coverage
3.9693,Watch,1,O'Mega Blake,O'Mega Blake,Arkansas,WR,p2026_42b4b7019a649ee5,682,8% coverage
3.9365,Watch,1,Savion Byrd,Savion Byrd,SMU,OL,p2026_59bf42a3c2c73cb6,579,8% coverage
3.9185,Watch,2,Ethan Conner,Ethan Conner,Troy,TE,p2026_a260813b8a228924,405,17% coverage
3.8687,Watch,4,Tommy Doman,Tommy Doman,Florida,ST,p2026_aa80f3e3f401648d,448,33% coverage; Wide variance
3.8273,Watch,2,Mason Murphy,Mason Murphy,Auburn,OL,p2026_f12e0a359f368357,406,17% coverage
3.8249,Watch,1,Jackson Acker,Jackson Acker,Wisconsin,FB,p2026_d1564d1c0d81934a,683,8% coverage
3.8172,Watch,1,Nyland Green,Nyland Green,Arizona State,CB,p2026_882e655cb2d0928e,580,8% coverage
3.7575,Watch,1,Byron Cardwell Jr....,Byron Cardwell Jr....,San Diego State,RB,p2026_89cb654f86869928,581,8% coverage
3.7528,Watch,1,Cole Brevard,Cole Brevard,Texas,DT,p2026_3d38b78a0ce65393,684,8% coverage
3.7362,Watch,2,Nick Dawkins,Nick Dawkins,Penn State,OL,p2026_e8429313b6817008,407,17% coverage
3.6979,Watch,1,Prince Kollie,Prince Kollie,Vanderbilt,LB,p2026_9cf6235a750999a8,582,8% coverage
3.6451,Watch,2,Jacobian Guillory,Jacobian Guillory,LSU,LB,p2026_9e81a3e98f4b14a6,408,17% coverage
3.6383,Watch,1,Jonathan Jefferson,Jonathan Jefferson,SMU,DT,p2026_25c6da654baa9e8e,583,8% coverage
3.5786,Watch,1,Demon Clowney,Demon Clowney,South Carolina,EDGE,p2026_73951e167c42402e,584,8% coverage
3.5539,Watch,2,Roy Williams,Roy Williams,Northern Illinois,EDGE,p2026_b6b40f83dd9a2c10,409,17% coverage
3.5363,Watch,1,Jameson Geers,Jameson Geers,Minnesota,TE,p2026_9ec2bb7a9c66e1a4,685,8% coverage
3.519,Watch,1,Karon Prunty,Karon Prunty,Wake Forest,CB,p2026_b4627fefd6f1a179,585,8% coverage
3.4628,Watch,2,Jordan Mosley,Jordan Mosley,Colorado State,WR,p2026_779bdf904d52cf02,410,17% coverage
3.4593,Watch,1,Sav'Ell Smalls,Sav'Ell Smalls,Colorado,TE,p2026_96c25030f100141a,586,8% coverage
3.3997,Watch,1,Matthew Sluka,Matthew Sluka,James Madison,QB,p2026_a2c76c7140c2e884,587,8% coverage
3.3919,Watch,1,Miles Scott,Miles Scott,Illinois,S,p2026_43a2e690bf36ba40,686,8% coverage
3.34,Watch,1,Reggie Grimes,Reggie Grimes,Memphis,EDGE,p2026_caaf47a1636d433e,588,8% coverage
3.3198,Watch,1,Cam Robertson,Cam Robertson,SMU,EDGE,p2026_0657413a15c2df2a,687,8% coverage
3.2806,Watch,2,Jaquez Moore,Jaquez Moore,Duke,RB,p2026_f83cbf7d7eb132ea,412,17% coverage
3.2804,Watch,1,Chad Lindberg,Chad Lindberg,North Carolina,OL,p2026_086796abfc3a8145,589,8% coverage
3.2208,Watch,1,Walker Parks,Walker Parks,Clemson,OL,p2026_314f98381fe502cd,590,8% coverage
3.1611,Watch,1,Aki Ogunbiyi,Aki Ogunbiyi,Colorado,OL,p2026_f67a0d5cf3b74c29,591,8% coverage
3.1015,Watch,1,E.j.williams Jr....,E.j.williams Jr....,Indiana,WR,p2026_724bfc97b50fc421,592,8% coverage
3.0983,Watch,2,Max Tomczak,Max Tomczak,Youngstown State,WR,p2026_bb3c3302e219872b,414,17% coverage
3.0418,Watch,1,Stephen Dix,Stephen Dix,Arkansas,LB,p2026_bfd8f20bdf7b626b,593,8% coverage
3.0072,Watch,2,Chamon Metayer,Chamon Metayer,Arizona State,TE,p2026_6eb65f3d8cf27646,415,17% coverage
2.9822,Watch,1,Courtland Ford,Courtland Ford,UCLA,OL,p2026_e4a75329a1ace5f0,594,8% coverage
2.9225,Watch,1,Jaleel Skinner,Jaleel Skinner,Louisville,TE,p2026_c3e8bbd1f6523e6c,595,8% coverage
2.8146,Watch,1,Damieon George,Damieon George,Florida,OL,p2026_beaeecf93f42404a,689,8% coverage
2.8033,Watch,1,Darnell Jefferies,Darnell Jefferies,Minnesota,DT,p2026_2672658d928a3c04,596,8% coverage
2.7436,Watch,1,Shawn Murphy,Shawn Murphy,South Carolina,LB,p2026_594fdc47c9435f77,597,8% coverage
2.7338,Watch,2,Cash Jones,Cash Jones,Georgia,RB,p2026_b7dd4e8ff83b739e,418,17% coverage
2.7118,Watch,1,Nyjalik Kelly,Nyjalik Kelly,UCF,LB,p2026_b7f08353647f0633,750,8% coverage
2.7,Watch,2,Jackie Marshall,Jackie Marshall,Baylor,DT,p2026_9c2fa21290437101,688,17% coverage
2.684,Watch,1,Jerand Bradley,Jerand Bradley,Kansas State,WR,p2026_163f01f08be9fdfe,598,8% coverage
2.6702,Watch,1,James Thompson,James Thompson,Illinois,DT,p2026_f82f3a57f92c3d05,690,8% coverage
2.6427,Watch,2,Matt Lauter,Matt Lauter,Boise State,TE,p2026_b380089845486c30,419,17% coverage
2.6243,Watch,1,Carson Hinzman,Carson Hinzman,Ohio State,OL,p2026_da6131dd7871db7f,599,8% coverage
2.6202,Watch,3,Zach Calzada,Zach Calzada,Kentucky,QB,p2026_3732ff7d12914b91,435,25% coverage; Tight consensus
2.6148,Watch,1,Matthew Henry,Matthew Henry,Western Kentucky,WR,p2026_7d6c59a8cdfb116b,780,8% coverage
2.5981,Watch,1,AJ Pena,AJ Pena,Rhode Island,EDGE,p2026_c8891e15999550ac,691,8% coverage
2.5647,Watch,1,Keeshawn Silver,Keeshawn Silver,USC,DT,p2026_64bf2f93a137df01,600,8% coverage
2.5516,Watch,2,Corey Walker,Corey Walker,Wisconsin,EDGE,p2026_b18a99d78ebaf852,420,17% coverage
2.5368,Watch,1,Dalton Johnson,Dalton Johnson,Arizona,CB,p2026_9ca016b2b0195dd2,751,8% coverage
2.5259,Watch,1,Caden Fordham,Caden Fordham,NC State,LB,p2026_1787a948dabe328f,692,8% coverage
2.505,Watch,1,Trey Cooley,Trey Cooley,Troy,RB,p2026_8251bc8d8c7adf84,601,8% coverage
2.3857,Watch,1,LJ Johnson,LJ Johnson,California,RB,p2026_126b56459f592d81,603,8% coverage
2.3693,Watch,2,Ryan Mosesso,Ryan Mosesso,Massachusetts,OL,p2026_89ecf8810b09fb91,422,17% coverage
2.2665,Watch,1,Jaylin Davies,Jaylin Davies,Oklahoma State,CB,p2026_9a31578ec10e26c0,604,8% coverage
2.2068,Watch,1,Keanu Koht,Keanu Koht,Vanderbilt,EDGE,p2026_1d15993b7f73a0ee,605,8% coverage
2.187,Watch,2,Jordan Pollard,Jordan Pollard,San Jose State,LB,p2026_7956ff9947ddbee3,424,17% coverage
2.0918,Watch,1,Jalen Mcmurray,Jalen Mcmurray,Tennessee,CB,p2026_9a1e4638059a2579,781,8% coverage
2.0875,Watch,1,Bram Walden,Bram Walden,Arizona State,OL,p2026_2cb82d25f78b00db,607,8% coverage
2.0279,Watch,1,Deion Colzie,Deion Colzie,Miami OH,WR,p2026_8b6fff15c27526b2,608,8% coverage
2.0207,Watch,1,Justus Ross-simmons,Justus Ross-simmons,Syracuse,WR,p2026_bd4c38ccb741a311,693,8% coverage
1.9682,Watch,1,Raesjon Davis,Raesjon Davis,Oregon State,LB,p2026_fc059ede4724457d,609,8% coverage
1.9245,Watch,1,Wesley Bissainthe,Wesley Bissainthe,Miami Fla.,LB,p2026_89ec9a9a3fce5fd0,752,8% coverage
1.9137,Watch,2,Caleb Fauria,Caleb Fauria,Delaware,TE,p2026_f20fab3268598d79,427,17% coverage
1.9086,Watch,1,Khordae Sydnor,Khordae Sydnor,Vanderbilt,EDGE,p2026_7c24ab9aa845ecf9,610,8% coverage
1.8968,Watch,3,Desmond Purnell,Desmond Purnell,Kansas State,LB,p2026_e95437b6237ca16d,429,25% coverage; Wide variance
1.849,Watch,1,Key Lawrence,Key Lawrence,UCLA,S,p2026_55b7b43fdd1df1f6,611,8% coverage
1.8042,Watch,1,Aaron Hall,Aaron Hall,Duke,DT,p2026_2c1d8bf7cd4c2c4a,694,8% coverage
1.7893,Watch,1,Jeff Sims,Jeff Sims,Arizona State,QB,p2026_68674cde2cfae5e1,612,8% coverage
1.7321,Watch,1,Jake Golday,Jake Golday,Cincinnati,RB,p2026_31329d644294e347,801,8% coverage; Median rank ≤ 50
1.7297,Watch,1,DJ Graham,DJ Graham,Kansas,CB,p2026_ecf987b5bbe376f1,613,8% coverage
1.67,Watch,1,Sam M'Pemba,Sam M'Pemba,Texas A&M,EDGE,p2026_ebd0f68df0a0ac57,614,8% coverage
1.6104,Watch,1,Jayden Ballard,Jayden Ballard,Wisconsin,WR,p2026_bf0a8a524b3f6303,615,8% coverage
1.5689,Watch,1,Pat Coogan,Pat Coogan,Indiana,LB,p2026_fef04477eb804441,782,8% coverage
1.5507,Watch,1,Stefon Thompson,Stefon Thompson,Florida State,LB,p2026_7d2dcf573a079355,616,8% coverage
1.5298,Watch,3,Will Ferrin,Will Ferrin,BYU,ST,p2026_3abfd067835c9984,442,25% coverage; Wide variance
1.4911,Watch,1,Jalen Berger,Jalen Berger,UCLA,RB,p2026_2d63a539edb3cb2b,617,8% coverage
1.458,Watch,2,Kam Olds,Kam Olds,Kentucky,EDGE,p2026_63e1a742c595bbaa,432,17% coverage
1.4314,Watch,1,Raul Aguirre,Raul Aguirre,Miami,LB,p2026_d364fa9718daabae,618,8% coverage
1.3718,Watch,1,Jeremiah Walker,Jeremiah Walker,Stephen F. Austin,CB,p2026_bee1862f8d1a840b,619,8% coverage
1.3571,Watch,3,Ryan Eckley,Ryan Eckley,Michigan State,ST,p2026_ce13674200234ce3,446,25% coverage; Wide variance
1.3122,Watch,1,Zion Nelson,Zion Nelson,SMU,OL,p2026_ffa0fc142b9c997c,620,8% coverage
1.3122,Watch,1,Mason Reiger,Mason Reiger,Wisconsin,LB,p2026_01e0ddacb6535c90,753,8% coverage
1.2758,Watch,2,Triston Newson,Triston Newson,Missouri,LB,p2026_c91622669a76214b,434,17% coverage
1.2525,Watch,1,Jared Brown,Jared Brown,South Carolina,WR,p2026_33207b2b1fad2e46,621,8% coverage
1.1929,Watch,1,Kelvin Gilliam,Kelvin Gilliam,Virginia Tech,DT,p2026_d2a92f56d6f079e9,622,8% coverage
1.1505,Watch,1,Jordan Davis,Jordan Davis,South Alabama,OL,p2026_a3f16e9679d35929,783,8% coverage
1.1332,Watch,1,Elliot Donald,Elliot Donald,Pittsburgh,DT,p2026_a1d6d3fe5be58e19,623,8% coverage
1.0935,Watch,2,Ja'Mori Maclin,Ja'Mori Maclin,Kentucky,WR,p2026_7208a50056acf457,436,17% coverage
1.0736,Watch,1,Cade Denhoff,Cade Denhoff,Clemson,EDGE,p2026_05ae6048694ce5d0,624,8% coverage
1.0139,Watch,1,Ethan Calvert,Ethan Calvert,Cal Poly,LB,p2026_1f06c4c3c633e809,625,8% coverage
1.0104,Watch,1,Jalen Jones,Jalen Jones,William & Mary,CB,p2026_bcc8061288402ac3,695,8% coverage
0.9543,Watch,1,Tywone Malone,Tywone Malone,Ohio State,DT,p2026_c0bb07068ef2316e,626,8% coverage
0.9113,Watch,2,Ka'Ena Decambra,Ka'Ena Decambra,Arizona,OL,p2026_ba4fa31ab2cb02ee,438,17% coverage
0.8947,Watch,1,Alton Mccaskill,Alton Mccaskill,Sam Houston,RB,p2026_ffe301e240bf1bd7,627,8% coverage
0.866,Watch,1,Star Thomas,Star Thomas,Tennessee,RB,p2026_5621d6d1e9d80420,696,8% coverage
0.835,Watch,1,Andrew Gentry,Andrew Gentry,BYU,OL,p2026_ab5f74910877b60d,628,8% coverage
0.8201,Watch,2,DT Sheffield,DT Sheffield,Rutgers,WR,p2026_228cd5b706207ccc,439,17% coverage
0.7939,Watch,1,Carlos Allen,Carlos Allen,Houston,DT,p2026_e5acf0a9efef95f4,697,8% coverage
0.7754,Watch,1,Rodrick Pleasant,Rodrick Pleasant,UCLA,CB,p2026_19b74049f4f9009c,629,8% coverage
0.7217,Watch,1,Noah Avinger,Noah Avinger,Utah State,S,p2026_ad864ef6a1852bfe,698,8% coverage
0.7157,Watch,1,David Daniel-sisav...,David Daniel-sisav...,Troy,S,p2026_af5075b8709dbcc3,630,8% coverage
0.6751,Watch,3,Drew Stevens,Drew Stevens,Iowa,ST,p2026_d34cfc749ba91095,443,25% coverage; Wide variance
0.6276,Watch,1,Alex Afari,Alex Afari,Kentucky,LB,p2026_a838d8b916671a62,784,8% coverage
0.5964,Watch,1,Damarius Mcghee,Damarius Mcghee,Florida Atlantic,CB,p2026_db79c501aa8f07af,631,8% coverage
0.5774,Watch,1,Michael Heldman,Michael Heldman,Central Michigan,EDGE,p2026_7d20be51f9c15da8,699,8% coverage
0.5774,Watch,1,Christen Miller,Christen Miller,Georgia,TE,p2026_6442939683f76ebd,802,8% coverage; Median rank ≤ 50
0.5052,Watch,1,Duce Chestnut,Duce Chestnut,Syracuse,CB,p2026_af11c58e199b6329,700,8% coverage
0.4771,Watch,1,Rara Thomas,Rara Thomas,Troy,WR,p2026_143b9389d4c18c77,632,8% coverage
0.4175,Watch,1,Bryce Carter,Bryce Carter,Texas State,EDGE,p2026_9f9af97ce9f3e10d,633,8% coverage
0.3608,Watch,1,Tyler Duzansky,Tyler Duzansky,Penn State,ST,p2026_8076d8c8e517111b,701,8% coverage
0.3579,Watch,1,Ryan Niblett,Ryan Niblett,Texas,WR,p2026_e99d9815ad142e5f,634,8% coverage
0.2982,Watch,1,Prophet Brown,Prophet Brown,USC,CB,p2026_12679e641ca1fe50,635,8% coverage
0.2386,Watch,1,Drew Pyne,Drew Pyne,Bowling Green,QB,p2026_fc6e72e217bc14ce,636,8% coverage
0.1789,Watch,1,Madden Sanker,Madden Sanker,Florida Atlantic,OL,p2026_21ea4b3a1e962d17,637,8% coverage
0.1193,Watch,1,Mycah Pittman,Mycah Pittman,Utah,WR,p2026_3c118f8d92320baf,638,8% coverage
0.0722,Watch,1,Dariel Djabome,Dariel Djabome,Rutgers,LB,p2026_f8418ef833a79a7d,702,8% coverage
0.0596,Watch,1,Demorie Tate,Demorie Tate,Florida A&M,CB,p2026_258420dcc3e15eaf,639,8% coverage
0.0,Watch,1,Dylan Morris,Dylan Morris,James Madison,QB,p2026_2c649f8c7da143fd,640,8% coverage
0.0,Watch,1,Omari Kelly,Omari Kelly,Michigan State,WR,p2026_266d24b4a76af943,703,8% coverage
0.0,Watch,1,Ryan Eckley,Ryan Eckley,Michigan St.,ST,p2026_06ebf90b6d3aa117,754,8% coverage
