source_player_id,prospect_id,match_score,notes
9037,1830,0.85,rule_unique_name_key (no_school)
8417,1695,1.0,rule_norm_name_school (Notre Dame)
8620,1695,1.0,rule_norm_name_school (Notre Dame)
9494,909,0.85,rule_unique_name_key (no_school)
9867,909,0.85,rule_unique_name_key (no_school)
10378,909,0.85,rule_unique_name_key (no_school)
9115,1122,0.85,rule_unique_name_key (no_school)
9601,1122,0.85,rule_unique_name_key (no_school)
10099,1122,0.85,rule_unique_name_key (no_school)
9260,910,0.85,rule_unique_name_key (no_school)
9807,910,0.85,rule_unique_name_key (no_school)
10315,910,0.85,rule_unique_name_key (no_school)
9203,888,0.85,rule_unique_name_key (no_school)
9735,888,0.85,rule_unique_name_key (no_school)
10199,888,0.85,rule_unique_name_key (no_school)
5684,889,0.85,rule_unique_name_key (no_school)
8404,889,0.85,rule_unique_name_key (no_school)
8605,889,0.85,rule_unique_name_key (no_school)
9426,890,0.85,rule_unique_name_key (no_school)
9920,890,0.85,rule_unique_name_key (no_school)
10413,890,0.85,rule_unique_name_key (no_school)
5443,1795,0.85,rule_unique_name_key (no_school)
9001,1795,0.85,rule_unique_name_key (no_school)
4846,1721,0.85,rule_unique_name_key (no_school)
5401,1721,0.85,rule_unique_name_key (no_school)
6921,1721,0.85,rule_unique_name_key (no_school)
9161,1087,0.85,rule_unique_name_key (no_school)
9670,1087,0.85,rule_unique_name_key (no_school)
10193,1087,0.85,rule_unique_name_key (no_school)
8357,1459,0.85,rule_unique_name_key (no_school)
8546,1459,0.85,rule_unique_name_key (no_school)
9240,1275,0.85,rule_unique_name_key (no_school)
9774,1275,0.85,rule_unique_name_key (no_school)
10296,1275,0.85,rule_unique_name_key (no_school)
9173,1276,0.85,rule_unique_name_key (no_school)
9643,1276,0.85,rule_unique_name_key (no_school)
10149,1276,0.85,rule_unique_name_key (no_school)
9277,912,0.85,rule_unique_name_key (no_school)
9887,912,0.85,rule_unique_name_key (no_school)
10464,912,0.85,rule_unique_name_key (no_school)
9332,1214,0.85,rule_unique_name_key (no_school)
9772,1214,0.85,rule_unique_name_key (no_school)
10302,1214,0.85,rule_unique_name_key (no_school)
4741,1722,0.85,rule_unique_name_key (no_school)
5296,1722,0.85,rule_unique_name_key (no_school)
6789,1722,0.85,rule_unique_name_key (no_school)
5003,1669,1.0,rule_norm_name_school (Boston College)
8676,1669,1.0,rule_norm_name_school (Boston College)
5476,1461,0.85,rule_unique_name_key (no_school)
9034,1461,0.85,rule_unique_name_key (no_school)
4849,913,0.85,rule_unique_name_key (no_school)
5404,913,0.85,rule_unique_name_key (no_school)
6951,913,0.85,rule_unique_name_key (no_school)
4727,819,0.85,rule_unique_name_key (no_school)
6831,819,0.85,rule_unique_name_key (no_school)
9210,819,0.85,rule_unique_name_key (no_school)
9742,819,0.85,rule_unique_name_key (no_school)
10203,819,0.85,rule_unique_name_key (no_school)
5282,1462,0.85,rule_unique_name_key (no_school)
8840,1462,0.85,rule_unique_name_key (no_school)
4672,806,0.85,rule_unique_name_key (no_school)
5227,806,0.85,rule_unique_name_key (no_school)
6727,806,0.85,rule_unique_name_key (no_school)
9217,806,0.85,rule_unique_name_key (no_school)
9716,806,0.85,rule_unique_name_key (no_school)
10220,806,0.85,rule_unique_name_key (no_school)
5571,1821,1.0,rule_norm_name_school (Alabama)
8403,1821,1.0,rule_norm_name_school (Alabama)
8603,1821,1.0,rule_norm_name_school (Alabama)
8328,1463,0.85,rule_unique_name_key (no_school)
8540,1463,0.85,rule_unique_name_key (no_school)
9502,1203,1.0,rule_norm_name_school (Maryland)
10048,1203,1.0,rule_norm_name_school (Maryland)
10525,1203,1.0,rule_norm_name_school (Maryland)
5277,1464,0.85,rule_unique_name_key (no_school)
8835,1464,0.85,rule_unique_name_key (no_school)
9458,1123,0.85,rule_unique_name_key (no_school)
10021,1123,0.85,rule_unique_name_key (no_school)
10543,1123,0.85,rule_unique_name_key (no_school)
4799,1723,0.85,rule_unique_name_key (no_school)
5354,1723,0.85,rule_unique_name_key (no_school)
6947,1723,0.85,rule_unique_name_key (no_school)
8405,1465,0.85,rule_unique_name_key (no_school)
8604,1465,0.85,rule_unique_name_key (no_school)
9270,1277,0.85,rule_unique_name_key (no_school)
9764,1277,0.85,rule_unique_name_key (no_school)
10291,1277,0.85,rule_unique_name_key (no_school)
9094,1278,0.85,rule_unique_name_key (no_school)
9587,1278,0.85,rule_unique_name_key (no_school)
10087,1278,0.85,rule_unique_name_key (no_school)
9301,914,0.85,rule_unique_name_key (no_school)
