source_player_id,raw_full_name,raw_school,school_canonical,pos_hint,name_key,reason,status,resolved_prospect_id,candidate_json
726,DL Deven Eastern,,,DL,deveneastern,ambiguous_name_key_2,open,,"[{""prospect_id"": 239, ""display_name"": ""Deven Eastern"", ""position_group"": ""LB"", ""school_canonical"": ""Minnesota""}, {""prospect_id"": 504, ""display_name"": ""Deven Eastern"", ""position_group"": ""DT"", ""school_canonical"": ""Minnesota""}]"
746,S Jalen Catalon,,,S,jalencatalon,ambiguous_name_key_2,open,,"[{""prospect_id"": 256, ""display_name"": ""Jalen Catalon"", ""position_group"": ""S"", ""school_canonical"": ""Missouri""}, {""prospect_id"": 511, ""display_name"": ""Jalen Catalon"", ""position_group"": ""S"", ""school_canonical"": ""UNLV""}]"
754,QB Joe Fagnano,,,QB,joefagnano,ambiguous_name_key_2,open,,"[{""prospect_id"": 275, ""display_name"": ""Joe Fagnano"", ""position_group"": ""QB"", ""school_canonical"": ""Connecticut""}, {""prospect_id"": 517, ""display_name"": ""Joe Fagnano"", ""position_group"": ""QB"", ""school_canonical"": ""UConn""}]"
769,DT Cameron Ball,,,DT,cameronball,ambiguous_name_key_2,open,,"[{""prospect_id"": 315, ""display_name"": ""Cameron Ball"", ""position_group"": ""LB"", ""school_canonical"": ""Arkansas""}, {""prospect_id"": 524, ""display_name"": ""Cameron Ball"", ""position_group"": ""DT"", ""school_canonical"": ""Arkansas""}]"
793,CB Charles Demmings,,,CB,charlesdemmings,ambiguous_name_key_2,open,,"[{""prospect_id"": 301, ""display_name"": ""Charles Demmings"", ""position_group"": ""CB"", ""school_canonical"": ""Stephen F. Austin""}, {""prospect_id"": 749, ""display_name"": ""Charles Demmings"", ""position_group"": ""CB"", ""school_canonical"": ""S.F. Austin""}]"
800,DL Damonic Williams,,,DL,damonicwilliams,ambiguous_name_key_2,open,,"[{""prospect_id"": 289, ""display_name"": ""Damonic Williams"", ""position_group"": ""LB"", ""school_canonical"": ""Oklahoma""}, {""prospect_id"": 538, ""display_name"": ""Damonic Williams"", ""position_group"": ""DT"", ""school_canonical"": ""Oklahoma""}]"
801,DT Gary Smith III,,,DT,garysmith,ambiguous_name_key_2,open,,"[{""prospect_id"": 306, ""display_name"": ""Gary Smith"", ""position_group"": ""LB"", ""school_canonical"": ""UCLA""}, {""prospect_id"": 539, ""display_name"": ""Gary Smith"", ""position_group"": ""DT"", ""school_canonical"": ""UCLA""}]"
842,OT Diego Pounds,,,OT,diegopounds,ambiguous_name_key_2,open,,"[{""prospect_id"": 322, ""display_name"": ""Diego Pounds"", ""position_group"": ""OL"", ""school_canonical"": ""Mississippi""}, {""prospect_id"": 566, ""display_name"": ""Diego Pounds"", ""position_group"": ""OL"", ""school_canonical"": ""Ole Miss""}]"
889,DL Keeshawn Silver,,,DL,keeshawnsilver,ambiguous_name_key_2,open,,"[{""prospect_id"": 290, ""display_name"": ""Keeshawn Silver"", ""position_group"": ""LB"", ""school_canonical"": ""USC""}, {""prospect_id"": 600, ""display_name"": ""Keeshawn Silver"", ""position_group"": ""DT"", ""school_canonical"": ""USC""}]"
453,OT Francis Mauigoa,,,OT,francismauigoa,ambiguous_name_key_3,open,,"[{""prospect_id"": 11, ""display_name"": ""Francis Mauigoa"", ""position_group"": ""OL"", ""school_canonical"": ""Miami FL""}, {""prospect_id"": 450, ""display_name"": ""Francis Mauigoa"", ""position_group"": ""OL"", ""school_canonical"": ""Miami""}, {""prospect_id"": 706, ""display_name"": ""Francis Mauigoa"", ""position_group"": ""OL"", ""school_canonical"": ""Miami Fla.""}]"
470,DT Kayden McDonald,,,DT,kaydenmcdonald,ambiguous_name_key_3,open,,"[{""prospect_id"": 21, ""display_name"": ""Kayden Mcdonald"", ""position_group"": ""LB"", ""school_canonical"": ""Ohio State""}, {""prospect_id"": 452, ""display_name"": ""Kayden Mcdonald"", ""position_group"": ""DT"", ""school_canonical"": ""Ohio State""}, {""prospect_id"": 794, ""display_name"": ""Kayden Mcdonald"", ""position_group"": ""TE"", ""school_canonical"": ""Ohio State""}]"
484,DL Christen Miller,,,DL,christenmiller,ambiguous_name_key_3,open,,"[{""prospect_id"": 30, ""display_name"": ""Christen Miller"", ""position_group"": ""LB"", ""school_canonical"": ""Georgia""}, {""prospect_id"": 454, ""display_name"": ""Christen Miller"", ""position_group"": ""DT"", ""school_canonical"": ""Georgia""}, {""prospect_id"": 802, ""display_name"": ""Christen Miller"", ""position_group"": ""TE"", ""school_canonical"": ""Georgia""}]"
492,DL Caleb Banks,,,DL,calebbanks,ambiguous_name_key_3,open,,"[{""prospect_id"": 17, ""display_name"": ""Caleb Banks"", ""position_group"": ""LB"", ""school_canonical"": ""Florida""}, {""prospect_id"": 456, ""display_name"": ""Caleb Banks"", ""position_group"": ""DT"", ""school_canonical"": ""Florida""}, {""prospect_id"": 798, ""display_name"": ""Caleb Banks"", ""position_group"": ""TE"", ""school_canonical"": ""Florida""}]"
506,DT Lee Hunter,,,DT,leehunter,ambiguous_name_key_3,open,,"[{""prospect_id"": 26, ""display_name"": ""Lee Hunter"", ""position_group"": ""LB"", ""school_canonical"": ""Texas Tech""}, {""prospect_id"": 458, ""display_name"": ""Lee Hunter"", ""position_group"": ""DT"", ""school_canonical"": ""Texas Tech""}, {""prospect_id"": 800, ""display_name"": ""Lee Hunter"", ""position_group"": ""TE"", ""school_canonical"": ""Texas Tech""}]"
511,OLB Jake Golday,,,OLB,jakegolday,ambiguous_name_key_3,open,,"[{""prospect_id"": 51, ""display_name"": ""Jake Golday"", ""position_group"": ""LB"", ""school_canonical"": ""Cincinnati""}, {""prospect_id"": 786, ""display_name"": ""Jake Golday"", ""position_group"": ""LB"", ""school_canonical"": ""Cincinatti""}, {""prospect_id"": 801, ""display_name"": ""Jake Golday"", ""position_group"": ""RB"", ""school_canonical"": ""Cincinnati""}]"
521,DL Domonique Orange,,,DL,domoniqueorange,ambiguous_name_key_3,open,,"[{""prospect_id"": 66, ""display_name"": ""Domonique Orange"", ""position_group"": ""LB"", ""school_canonical"": ""Iowa State""}, {""prospect_id"": 460, ""display_name"": ""Domonique Orange"", ""position_group"": ""DT"", ""school_canonical"": ""Iowa State""}, {""prospect_id"": 717, ""display_name"": ""Domonique Orange"", ""position_group"": ""DT"", ""school_canonical"": ""Iowa St.""}]"
535,QB Carson Beck,,,QB,carsonbeck,ambiguous_name_key_3,open,,"[{""prospect_id"": 95, ""display_name"": ""Carson Beck"", ""position_group"": ""QB"", ""school_canonical"": ""Miami FL""}, {""prospect_id"": 463, ""display_name"": ""Carson Beck"", ""position_group"": ""QB"", ""school_canonical"": ""Miami""}, {""prospect_id"": 734, ""display_name"": ""Carson Beck"", ""position_group"": ""QB"", ""school_canonical"": ""Miami Fla.""}]"
544,OT Markel Bell,,,OT,markelbell,ambiguous_name_key_3,open,,"[{""prospect_id"": 106, ""display_name"": ""Markel Bell"", ""position_group"": ""OL"", ""school_canonical"": ""Miami FL""}, {""prospect_id"": 465, ""display_name"": ""Markel Bell"", ""position_group"": ""OL"", ""school_canonical"": ""Miami""}, {""prospect_id"": 726, ""display_name"": ""Markel Bell"", ""position_group"": ""OL"", ""school_canonical"": ""Miami Fla.""}]"
554,TE Justin Joly,,,TE,justinjoly,ambiguous_name_key_3,open,,"[{""prospect_id"": 88, ""display_name"": ""Justin Joly"", ""position_group"": ""TE"", ""school_canonical"": ""North Carolina State""}, {""prospect_id"": 466, ""display_name"": ""Justin Joly"", ""position_group"": ""TE"", ""school_canonical"": ""NC State""}, {""prospect_id"": 764, ""display_name"": ""Justin Joly"", ""position_group"": ""TE"", ""school_canonical"": ""Cincinnati""}]"
576,S Jakobe Thomas,,,S,jakobethomas,ambiguous_name_key_3,open,,"[{""prospect_id"": 285, ""display_name"": ""Jakobe Thomas"", ""position_group"": ""S"", ""school_canonical"": ""Miami FL""}, {""prospect_id"": 467, ""display_name"": ""Jakobe Thomas"", ""position_group"": ""S"", ""school_canonical"": ""Miami""}, {""prospect_id"": 740, ""display_name"": ""Jakobe Thomas"", ""position_group"": ""CB"", ""school_canonical"": ""Miami Fla.""}]"
580,WR CJ Daniels,,,WR,cjdaniels,ambiguous_name_key_3,open,,"[{""prospect_id"": 74, ""display_name"": ""CJ Daniels"", ""position_group"": ""WR"", ""school_canonical"": ""Miami FL""}, {""prospect_id"": 469, ""display_name"": ""CJ Daniels"", ""position_group"": ""WR"", ""school_canonical"": ""Miami""}, {""prospect_id"": 741, ""display_name"": ""CJ Daniels"", ""position_group"": ""WR"", ""school_canonical"": ""Miami Fla.""}]"
