source_player_id,raw_full_name,raw_school_or_json,reason
5954,Jairo Iriarte,CWS,no_match_name_key
10695,Jaishawn Barham,,ambiguous_name_key_2
5576,Jaison Chourio,CLE,no_match_name_key
7217,Jakailin Johnson,,no_match_name_key
5935,Jake Bloss,TOR,no_match_name_key
4895,Jake Briningstool,,ambiguous_name_key_2
5450,Jake Briningstool,,ambiguous_name_key_2
6890,Jake Briningstool,,ambiguous_name_key_2
9407,Jake Briningstool,KC,ambiguous_name_key_2
9906,Jake Briningstool,KC,ambiguous_name_key_2
10401,Jake Briningstool,KC,ambiguous_name_key_2
9008,Jake BriningstoolClemson,,no_match_name_key
5746,Jake Cronenworth,SD,no_match_name_key
4955,Jake Majors,,ambiguous_name_key_2
5510,Jake Majors,,ambiguous_name_key_2
6852,Jake Majors,,ambiguous_name_key_2
9068,Jake MajorsTexas,,no_match_name_key
5742,Jake McCarthy,AZ,no_match_name_key
7110,Jake Smith,,no_match_name_key
