prospect_id,player_name,rank_overall,delta_rank,score,delta_score,tier,coverage_count,delta_coverage,momentum_rank_3,momentum_score_3,volatility_rank_mad_3,volatility_rank_std_3,momentum_chip,volatility_chip,confidence_score,confidence_band,confidence_reasons_json,confidence_coverage_pct,confidence_rank_std,confidence_rank_mad,confidence_sources_present,confidence_active_sources
101,Tyreak Sapp,181,0,36.9432,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,17.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.45454545454545453,68.28001171646062,56.64,5,11
472,Skyler Gill-howard,182,0,36.912,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,37.1,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,37.13186650579367,28.3265306122449,7,11
642,TJ Parker,183,0,36.7919,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,14.1,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Tight rank agreement""]",0.18181818181818182,4.0,4.0,2,11
74,CJ Daniels,184,0,36.519,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,12.0,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.2727272727272727,52.55473337388365,49.333333333333336,3,11
158,Bryce Lance,185,0,36.4908,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,29.5,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.5454545454545454,25.329495323305068,23.833333333333332,6,11
198,Jeff Caldwell,186,0,36.4824,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,23.2,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.45454545454545453,26.642822673282947,24.080000000000002,5,11
212,Robert Henry,187,0,36.4145,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,30.2,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.5454545454545454,22.612680808195506,20.0,6,11
50,Keionte Scott,188,0,36.2685,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
149,Quintayvious Hutchins,189,0,36.1096,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,18.2,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.45454545454545453,66.32224362911738,49.68,5,11
171,Miles Kitselman,190,0,35.963,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,28.2,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.5454545454545454,34.39476704383968,27.666666666666668,6,11
125,Jager Burton,191,0,35.9405,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,14.5,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""High rank dispersion""]",0.45454545454545453,128.1177583319346,101.91999999999999,5,11
183,Bishop Fitzgerald,192,0,35.8827,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,23.0,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.45454545454545453,28.48157299026864,24.8,5,11
58,Dontay Corleone,193,0,35.5395,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
283,Louis Moore,194,0,35.3528,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,22.1,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""High rank dispersion""]",0.6363636363636364,101.23079308880156,83.38775510204083,7,11
211,Kaleb Elarms-orr,195,0,35.2981,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,27.8,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.5454545454545454,33.93130314817474,31.0,6,11
199,Isaiah Nwokobia,196,0,35.0533,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,25.2,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.45454545454545453,14.469277798148738,13.360000000000003,5,11
485,Rayshaun Benny,197,0,35.045,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,39.4,Low,"[""High coverage"", ""High quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.8181818181818182,61.39851608775067,54.888888888888886,9,11
274,Malik Benson,198,0,34.9773,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,20.3,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""High rank dispersion""]",0.5454545454545454,73.17274082607538,66.83333333333333,6,11
478,Kaleb Proctor,199,0,34.8479,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,20.0,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.36363636363636365,35.64056677439347,27.25,4,11
66,Domonique Orange,200,0,34.8105,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
459,Keionte Scott,201,0,34.7776,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,17.0,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.2727272727272727,5.2493385826745405,4.88888888888889,3,11
131,Jaydn Ott,202,0,34.7332,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,17.1,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.45454545454545453,67.23273012454574,59.67999999999999,5,11
226,Bryce Boettcher,203,0,34.5573,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,33.3,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,38.97147046499633,29.83673469387755,7,11
202,Jadon Canady,204,0,34.5419,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,21.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.45454545454545453,44.02908129861444,32.080000000000005,5,11
185,John Michael Gyllenborg,205,0,34.3981,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,27.2,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.6363636363636364,69.53871334056466,51.265306122448976,7,11
165,Aaron Anderson,206,0,34.3388,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,25.1,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.5454545454545454,54.433445601027316,39.333333333333336,6,11
153,Jalon Kilgore,207,0,34.0529,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,9.0,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.2727272727272727,52.56953067657685,47.111111111111114,3,11
281,VJ Payne,208,0,33.8357,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,25.8,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.5454545454545454,47.17491094026805,38.44444444444445,6,11
466,Justin Joly,209,0,33.7522,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,32.0,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.5454545454545454,35.63550040183088,25.0,6,11
162,J'Mari Taylor,210,0,33.0809,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,31.1,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.7272727272727273,67.33451937899312,56.8125,8,11
87,Darrell Jackson,211,0,32.8968,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
88,Justin Joly,212,0,32.8057,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
479,Zane Durant,213,0,32.7918,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,41.0,Medium,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.7272727272727273,41.90689084148334,34.75,8,11
182,Chase Roberts,214,0,32.2241,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,15.2,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.36363636363636365,42.49926469952157,38.25,4,11
247,TJ Hall,215,0,32.0051,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,32.9,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.6363636363636364,39.6644085563172,31.836734693877553,7,11
241,Sawyer Robertson,216,0,31.7145,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,35.8,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.7272727272727273,49.91226677881901,40.71875,8,11
255,Patrick Payton,217,0,31.6707,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,23.5,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.45454545454545453,27.000740730579967,21.52,5,11
645,AJ Haulcy,218,0,31.3604,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,11.5,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Moderate rank dispersion""]",0.18181818181818182,31.5,31.5,2,11
266,Lander Barton,219,0,31.2853,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,24.3,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.5454545454545454,53.7858407637797,46.0,6,11
203,Kaelon Black,220,0,31.1944,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,25.0,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""High rank dispersion""]",0.6363636363636364,78.62906976586265,60.93877551020408,7,11
207,Dane Key,221,0,30.9821,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,14.8,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.36363636363636365,47.53091099484629,41.125,4,11
191,Zavion Thomas,222,0,30.9749,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,17.2,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.45454545454545453,71.75959866108506,55.84000000000001,5,11
238,Vinny Anthony,223,0,30.9741,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,21.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.45454545454545453,41.95902763410992,33.11999999999999,5,11
474,Demonte Capehart,224,0,30.936,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,36.8,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,39.437887098265165,28.53061224489796,7,11
272,Mason Reiger,225,0,30.7906,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,16.6,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.36363636363636365,30.53993287484437,27.25,4,11
495,Nick Barrett,226,0,30.725,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,21.7,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.45454545454545453,59.640254861963825,47.44,5,11
196,Kendrick Law,227,0,30.6305,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,14.5,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""High rank dispersion""]",0.45454545454545453,115.35683768203774,96.0,5,11
112,Skyler Gill-howard,228,0,30.6186,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
197,Desmond Reid,229,0,30.5569,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,29.2,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.5454545454545454,30.60183364150296,23.166666666666668,6,11
113,De'Zhaun Stribling,230,0,30.5275,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
219,J.michael Sturdivant,231,0,30.4661,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,22.6,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.45454545454545453,30.123744787127645,27.52,5,11
262,Logan Fano,232,0,30.385,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,25.7,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.45454545454545453,13.687950905814938,9.760000000000002,5,11
109,Xavier Scott,233,0,30.3798,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,9.7,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.18181818181818182,8.0,8.0,2,11
173,Kobe Baynes,234,0,30.2341,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,8.8,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.2727272727272727,55.07167047483569,51.55555555555555,3,11
117,Tim Keenan,235,0,30.163,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
172,Nolan Rucci,236,0,30.1581,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,16.8,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.45454545454545453,75.78020849799768,58.08,5,11
106,Markel Bell,237,0,30.0307,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,11.1,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.2727272727272727,61.28802674439945,57.77777777777778,3,11
201,Robert Spears-jennings,238,0,29.9018,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,20.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.36363636363636365,33.10117067416196,25.125,4,11
223,DJ Harvey,239,0,29.8862,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,13.0,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.2727272727272727,1.4142135623730951,1.3333333333333333,3,11
715,Jaishawn Barham,240,0,29.813,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,18.8,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Tight rank agreement""]",0.2727272727272727,22.00504992546534,19.555555555555557,3,11
643,Jalon Kilgore,241,0,29.744,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,24.8,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Tight rank agreement""]",0.36363636363636365,24.869660230891775,20.0,4,11
329,Jalen Huskey,242,0,29.6799,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,12.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.36363636363636365,73.53910524340094,52.0,4,11
208,Andre Fuller,243,0,29.4692,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,22.1,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.45454545454545453,33.02120530810467,30.8,5,11
216,Roman Hemby,244,0,29.4429,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,20.8,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""High rank dispersion""]",0.5454545454545454,78.43397789790397,60.111111111111114,6,11
470,Mike Washington J...,245,0,29.4377,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,10.2,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.18181818181818182,0.0,0.0,2,11
648,Devon Marshall,246,0,29.4233,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,18.5,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Tight rank agreement""]",0.2727272727272727,23.338094752285727,22.0,3,11
194,Jalon Daniels,247,0,29.3823,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,28.9,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.5454545454545454,29.493878837631527,25.333333333333332,6,11
127,Chris Mcclellan,248,0,29.2517,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
480,Dae'Quan Wright,249,0,29.2139,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,37.0,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.5454545454545454,9.441339358845699,8.833333333333334,6,11
213,Caleb Douglas,250,0,29.1629,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,30.8,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.6363636363636364,50.15974481593781,38.857142857142854,7,11
206,Ephesians Prysock,251,0,29.0074,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,26.1,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.5454545454545454,45.48778834906011,37.111111111111114,6,11
130,Gracen Halton,252,0,28.9783,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
176,Jaeden Roberts,253,0,28.9577,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,23.4,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.5454545454545454,57.3219465436717,50.55555555555555,6,11
490,Brent Austin,254,0,28.9411,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,17.2,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.36363636363636365,53.72848406571695,45.75,4,11
227,Taylen Green,255,0,28.9003,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,21.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.45454545454545453,38.758740949623224,34.88,5,11
180,Cole Wisniewski,256,0,28.6973,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,12.6,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.2727272727272727,47.133380480881655,43.111111111111114,3,11
704,Rueben Bain,257,0,28.6926,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,7.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
757,Arvell Reese,258,0,28.6583,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,7.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
487,Zxavian Harris,259,0,28.603,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,39.0,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,28.02258564305673,23.591836734693878,7,11
248,Cole Payton,260,0,28.5696,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,27.0,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.45454545454545453,4.354308211415448,3.8399999999999976,5,11
136,Albert Regis,261,0,28.4316,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
237,Luke Altmyer,262,0,28.4035,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,33.2,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.5454545454545454,9.227073690444273,7.222222222222219,6,11
705,Jordyn Tyson,263,0,28.3426,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,7.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
295,Noah Whittington,264,0,28.267,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,26.6,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.5454545454545454,42.09678002993684,35.111111111111114,6,11
475,Albert Regis,265,0,28.2349,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,18.6,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.36363636363636365,43.79497688091638,37.0,4,11
252,Josh Moten,266,0,28.1514,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,14.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.36363636363636365,48.17870380157606,39.75,4,11
177,Tyren Montgomery,267,0,27.9934,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,13.1,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.2727272727272727,41.82768886223043,38.888888888888886,3,11
451,Peter Woods,268,0,27.8536,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,2.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
225,Lake Mcree,269,0,27.8004,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,23.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.45454545454545453,25.207935258564913,18.720000000000006,5,11
222,Terion Stewart,270,0,27.7315,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,4.8,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.18181818181818182,27.5,27.5,2,11
787,Arvell Reese,271,0,27.7128,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,7.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
463,Carson Beck,272,0,27.6444,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,14.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""High rank dispersion""]",0.36363636363636365,77.04219623037754,65.5,4,11
486,Trey Moore,273,0,27.624,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,15.6,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.2727272727272727,16.97056274847714,16.0,3,11
301,Charles Demmings,274,0,27.6198,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,14.5,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""High rank dispersion""]",0.45454545454545453,95.37295214053091,88.0,5,11
157,Trey Moore,275,0,27.5609,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,8.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.18181818181818182,28.0,28.0,2,11
257,Miller Moss,276,0,27.4568,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,12.0,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.2727272727272727,12.727922061357855,12.0,3,11
189,George Gumbs,277,0,27.4407,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,13.8,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.36363636363636365,62.69120751748207,46.125,4,11
343,Febechi Nwaiwu,278,0,27.2978,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,15.5,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""High rank dispersion""]",0.45454545454545453,74.3844069681274,72.08,5,11
258,Diego Pavia,279,0,27.2921,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,29.8,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.5454545454545454,25.602191746454487,21.166666666666668,6,11
706,Francis Mauigoa,280,0,27.118,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,7.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
372,Barion Brown,281,0,26.9535,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,22.1,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.5454545454545454,71.47124518915905,53.44444444444445,6,11
707,Max Iheanachor,282,0,26.8555,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,7.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Tight rank agreement""]",0.09090909090909091,0.0,0.0,1,11
243,Lewis Bond,283,0,26.7892,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,10.9,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""High rank dispersion""]",0.2727272727272727,63.89574842402792,60.0,3,11
